	logFC	logCPM	PValue	FDR	sig	color
OTU437	0	9.222697493	1	1	none	none
OTU441	0	9.222697493	1	1	none	none
OTU443	0	9.222697493	1	1	none	none
OTU448	0	9.222697493	1	1	none	none
OTU450	0	9.222697493	1	1	none	none
OTU454	0	9.222697493	1	1	none	none
OTU456	0	9.222697493	1	1	none	none
OTU457	0	9.222697493	1	1	none	none
OTU461	0	9.222697493	1	1	none	none
OTU465	0	9.222697493	1	1	none	none
OTU475	0	9.222697493	1	1	none	none
OTU489	0	9.222697493	1	1	none	none
OTU491	0	9.222697493	1	1	none	none
OTU494	0	9.222697493	1	1	none	none
OTU496	0	9.222697493	1	1	none	none
OTU498	0	9.222697493	1	1	none	none
OTU499	0	9.222697493	1	1	none	none
OTU505	0	9.222697493	1	1	none	none
OTU508	0	9.222697493	1	1	none	none
OTU511	0	9.222697493	1	1	none	none
OTU513	0	9.222697493	1	1	none	none
OTU515	0	9.222697493	1	1	none	none
OTU521	0	9.222697493	1	1	none	none
OTU522	0	9.222697493	1	1	none	none
OTU524	0	9.222697493	1	1	none	none
OTU525	0	9.222697493	1	1	none	none
OTU526	0	9.222697493	1	1	none	none
OTU528	0	9.222697493	1	1	none	none
OTU534	0	9.222697493	1	1	none	none
OTU536	0	9.222697493	1	1	none	none
OTU538	0	9.222697493	1	1	none	none
OTU542	0	9.222697493	1	1	none	none
OTU548	0	9.222697493	1	1	none	none
OTU550	0	9.222697493	1	1	none	none
OTU554	0	9.222697493	1	1	none	none
OTU557	0	9.222697493	1	1	none	none
OTU558	0	9.222697493	1	1	none	none
OTU560	0	9.222697493	1	1	none	none
OTU561	0	9.222697493	1	1	none	none
OTU563	0	9.222697493	1	1	none	none
OTU566	0	9.222697493	1	1	none	none
OTU567	0	9.222697493	1	1	none	none
OTU571	0	9.222697493	1	1	none	none
OTU573	0	9.222697493	1	1	none	none
OTU574	0	9.222697493	1	1	none	none
OTU579	0	9.222697493	1	1	none	none
OTU580	0	9.222697493	1	1	none	none
OTU582	0	9.222697493	1	1	none	none
OTU583	0	9.222697493	1	1	none	none
OTU585	0	9.222697493	1	1	none	none
OTU587	0	9.222697493	1	1	none	none
OTU588	0	9.222697493	1	1	none	none
OTU590	0	9.222697493	1	1	none	none
OTU593	0	9.222697493	1	1	none	none
OTU594	0	9.222697493	1	1	none	none
OTU596	0	9.222697493	1	1	none	none
OTU600	0	9.222697493	1	1	none	none
OTU606	0	9.222697493	1	1	none	none
OTU607	0	9.222697493	1	1	none	none
OTU609	0	9.222697493	1	1	none	none
OTU613	0	9.222697493	1	1	none	none
OTU615	0	9.222697493	1	1	none	none
OTU617	0	9.222697493	1	1	none	none
OTU619	0	9.222697493	1	1	none	none
OTU623	0	9.222697493	1	1	none	none
OTU625	0	9.222697493	1	1	none	none
OTU636	0	9.222697493	1	1	none	none
OTU640	0	9.222697493	1	1	none	none
OTU645	0	9.222697493	1	1	none	none
OTU651	0	9.222697493	1	1	none	none
OTU657	0	9.222697493	1	1	none	none
OTU662	0	9.222697493	1	1	none	none
OTU663	0	9.222697493	1	1	none	none
OTU668	0	9.222697493	1	1	none	none
OTU671	0	9.222697493	1	1	none	none
OTU672	0	9.222697493	1	1	none	none
OTU684	0	9.222697493	1	1	none	none
OTU685	0	9.222697493	1	1	none	none
OTU686	0	9.222697493	1	1	none	none
OTU695	0	9.222697493	1	1	none	none
OTU696	0	9.222697493	1	1	none	none
OTU703	0	9.222697493	1	1	none	none
OTU705	0	9.222697493	1	1	none	none
OTU710	0	9.222697493	1	1	none	none
OTU719	0	9.222697493	1	1	none	none
OTU728	0	9.222697493	1	1	none	none
OTU732	0	9.222697493	1	1	none	none
OTU735	0	9.222697493	1	1	none	none
OTU738	0	9.222697493	1	1	none	none
OTU739	0	9.222697493	1	1	none	none
OTU741	0	9.222697493	1	1	none	none
OTU742	0	9.222697493	1	1	none	none
OTU747	0	9.222697493	1	1	none	none
OTU750	0	9.222697493	1	1	none	none
OTU758	0	9.222697493	1	1	none	none
OTU764	0	9.222697493	1	1	none	none
OTU765	0	9.222697493	1	1	none	none
OTU768	0	9.222697493	1	1	none	none
OTU776	0	9.222697493	1	1	none	none
OTU784	0	9.222697493	1	1	none	none
OTU788	0	9.222697493	1	1	none	none
OTU792	0	9.222697493	1	1	none	none
OTU793	0	9.222697493	1	1	none	none
OTU794	0	9.222697493	1	1	none	none
OTU795	0	9.222697493	1	1	none	none
OTU802	0	9.222697493	1	1	none	none
OTU807	0	9.222697493	1	1	none	none
OTU808	0	9.222697493	1	1	none	none
OTU810	0	9.222697493	1	1	none	none
OTU813	0	9.222697493	1	1	none	none
OTU814	0	9.222697493	1	1	none	none
OTU818	0	9.222697493	1	1	none	none
OTU821	0	9.222697493	1	1	none	none
OTU827	0	9.222697493	1	1	none	none
OTU830	0	9.222697493	1	1	none	none
OTU836	0	9.222697493	1	1	none	none
OTU837	0	9.222697493	1	1	none	none
OTU849	0	9.222697493	1	1	none	none
OTU850	0	9.222697493	1	1	none	none
OTU857	0	9.222697493	1	1	none	none
OTU860	0	9.222697493	1	1	none	none
OTU861	0	9.222697493	1	1	none	none
OTU862	0	9.222697493	1	1	none	none
OTU865	0	9.222697493	1	1	none	none
OTU866	0	9.222697493	1	1	none	none
OTU870	0	9.222697493	1	1	none	none
OTU872	0	9.222697493	1	1	none	none
OTU873	0	9.222697493	1	1	none	none
OTU874	0	9.222697493	1	1	none	none
OTU880	0	9.222697493	1	1	none	none
OTU883	0	9.222697493	1	1	none	none
OTU890	0	9.222697493	1	1	none	none
OTU893	0	9.222697493	1	1	none	none
OTU894	0	9.222697493	1	1	none	none
OTU897	0	9.222697493	1	1	none	none
OTU902	0	9.222697493	1	1	none	none
OTU904	0	9.222697493	1	1	none	none
OTU905	0	9.222697493	1	1	none	none
OTU912	0	9.222697493	1	1	none	none
OTU917	0	9.222697493	1	1	none	none
OTU920	0	9.222697493	1	1	none	none
OTU921	0	9.222697493	1	1	none	none
OTU926	0	9.222697493	1	1	none	none
OTU931	0	9.222697493	1	1	none	none
OTU935	0	9.222697493	1	1	none	none
OTU936	0	9.222697493	1	1	none	none
OTU950	0	9.222697493	1	1	none	none
OTU951	0	9.222697493	1	1	none	none
OTU952	0	9.222697493	1	1	none	none
OTU954	0	9.222697493	1	1	none	none
OTU959	0	9.222697493	1	1	none	none
OTU960	0	9.222697493	1	1	none	none
OTU962	0	9.222697493	1	1	none	none
OTU992	0	9.222697493	1	1	none	none
OTU996	0	9.222697493	1	1	none	none
OTU1004	0	9.222697493	1	1	none	none
OTU1005	0	9.222697493	1	1	none	none
OTU1006	0	9.222697493	1	1	none	none
OTU1010	0	9.222697493	1	1	none	none
OTU1017	0	9.222697493	1	1	none	none
OTU1022	0	9.222697493	1	1	none	none
OTU1023	0	9.222697493	1	1	none	none
OTU1024	0	9.222697493	1	1	none	none
OTU1025	0	9.222697493	1	1	none	none
OTU1029	0	9.222697493	1	1	none	none
OTU1033	0	9.222697493	1	1	none	none
OTU1036	0	9.222697493	1	1	none	none
OTU1050	0	9.222697493	1	1	none	none
OTU1054	0	9.222697493	1	1	none	none
OTU1058	0	9.222697493	1	1	none	none
OTU1059	0	9.222697493	1	1	none	none
OTU1060	0	9.222697493	1	1	none	none
OTU1076	0	9.222697493	1	1	none	none
OTU1083	0	9.222697493	1	1	none	none
OTU1087	0	9.222697493	1	1	none	none
OTU1089	0	9.222697493	1	1	none	none
OTU1097	0	9.222697493	1	1	none	none
OTU1102	0	9.222697493	1	1	none	none
OTU1103	0	9.222697493	1	1	none	none
OTU1107	0	9.222697493	1	1	none	none
OTU1114	0	9.222697493	1	1	none	none
OTU1115	0	9.222697493	1	1	none	none
OTU1116	0	9.222697493	1	1	none	none
OTU1131	0	9.222697493	1	1	none	none
OTU1132	0	9.222697493	1	1	none	none
OTU1141	0	9.222697493	1	1	none	none
OTU1144	0	9.222697493	1	1	none	none
OTU1145	0	9.222697493	1	1	none	none
OTU1150	0	9.222697493	1	1	none	none
OTU1151	0	9.222697493	1	1	none	none
OTU1161	0	9.222697493	1	1	none	none
OTU1162	0	9.222697493	1	1	none	none
OTU1168	0	9.222697493	1	1	none	none
OTU1171	0	9.222697493	1	1	none	none
OTU1174	0	9.222697493	1	1	none	none
OTU1176	0	9.222697493	1	1	none	none
OTU1184	0	9.222697493	1	1	none	none
OTU1187	0	9.222697493	1	1	none	none
OTU1195	0	9.222697493	1	1	none	none
OTU1197	0	9.222697493	1	1	none	none
OTU1198	0	9.222697493	1	1	none	none
OTU1212	0	9.222697493	1	1	none	none
OTU1216	0	9.222697493	1	1	none	none
OTU1218	0	9.222697493	1	1	none	none
OTU1227	0	9.222697493	1	1	none	none
OTU1229	0	9.222697493	1	1	none	none
OTU1231	0	9.222697493	1	1	none	none
OTU1232	0	9.222697493	1	1	none	none
OTU1235	0	9.222697493	1	1	none	none
OTU1237	0	9.222697493	1	1	none	none
OTU1238	0	9.222697493	1	1	none	none
OTU1239	0	9.222697493	1	1	none	none
OTU1240	0	9.222697493	1	1	none	none
OTU1244	0	9.222697493	1	1	none	none
OTU1245	0	9.222697493	1	1	none	none
OTU1247	0	9.222697493	1	1	none	none
OTU1248	0	9.222697493	1	1	none	none
OTU1254	0	9.222697493	1	1	none	none
OTU1263	0	9.222697493	1	1	none	none
OTU1264	0	9.222697493	1	1	none	none
OTU1266	0	9.222697493	1	1	none	none
OTU1267	0	9.222697493	1	1	none	none
OTU1273	0	9.222697493	1	1	none	none
OTU1275	0	9.222697493	1	1	none	none
OTU1286	0	9.222697493	1	1	none	none
OTU1293	0	9.222697493	1	1	none	none
OTU1294	0	9.222697493	1	1	none	none
OTU1297	0	9.222697493	1	1	none	none
OTU1298	0	9.222697493	1	1	none	none
OTU1299	0	9.222697493	1	1	none	none
OTU1311	0	9.222697493	1	1	none	none
OTU1314	0	9.222697493	1	1	none	none
OTU1317	0	9.222697493	1	1	none	none
OTU1322	0	9.222697493	1	1	none	none
OTU1327	0	9.222697493	1	1	none	none
OTU1333	0	9.222697493	1	1	none	none
OTU1340	0	9.222697493	1	1	none	none
OTU1344	0	9.222697493	1	1	none	none
OTU1345	0	9.222697493	1	1	none	none
OTU1382	0	9.222697493	1	1	none	none
OTU1383	0	9.222697493	1	1	none	none
OTU1396	0	9.222697493	1	1	none	none
OTU1401	0	9.222697493	1	1	none	none
OTU1405	0	9.222697493	1	1	none	none
OTU1409	0	9.222697493	1	1	none	none
OTU1422	0	9.222697493	1	1	none	none
OTU1424	0	9.222697493	1	1	none	none
OTU1434	0	9.222697493	1	1	none	none
OTU1439	0	9.222697493	1	1	none	none
OTU1448	0	9.222697493	1	1	none	none
OTU1450	0	9.222697493	1	1	none	none
OTU1452	0	9.222697493	1	1	none	none
OTU1461	0	9.222697493	1	1	none	none
OTU1462	0	9.222697493	1	1	none	none
OTU1497	0	9.222697493	1	1	none	none
OTU1499	0	9.222697493	1	1	none	none
OTU1502	0	9.222697493	1	1	none	none
OTU1505	0	9.222697493	1	1	none	none
OTU1506	0	9.222697493	1	1	none	none
OTU1515	0	9.222697493	1	1	none	none
OTU1518	0	9.222697493	1	1	none	none
OTU1526	0	9.222697493	1	1	none	none
OTU1527	0	9.222697493	1	1	none	none
OTU1529	0	9.222697493	1	1	none	none
OTU1537	0	9.222697493	1	1	none	none
OTU1538	0	9.222697493	1	1	none	none
OTU1540	0	9.222697493	1	1	none	none
OTU1547	0	9.222697493	1	1	none	none
OTU1559	0	9.222697493	1	1	none	none
OTU1563	0	9.222697493	1	1	none	none
OTU1569	0	9.222697493	1	1	none	none
OTU1571	0	9.222697493	1	1	none	none
OTU1575	0	9.222697493	1	1	none	none
OTU1578	0	9.222697493	1	1	none	none
OTU1585	0	9.222697493	1	1	none	none
OTU1600	0	9.222697493	1	1	none	none
OTU1604	0	9.222697493	1	1	none	none
OTU1617	0	9.222697493	1	1	none	none
OTU1623	0	9.222697493	1	1	none	none
OTU1632	0	9.222697493	1	1	none	none
OTU1633	0	9.222697493	1	1	none	none
OTU1635	0	9.222697493	1	1	none	none
OTU1636	0	9.222697493	1	1	none	none
OTU1642	0	9.222697493	1	1	none	none
OTU1661	0	9.222697493	1	1	none	none
OTU1690	0	9.222697493	1	1	none	none
OTU1696	0	9.222697493	1	1	none	none
OTU1704	0	9.222697493	1	1	none	none
OTU1710	0	9.222697493	1	1	none	none
OTU1711	0	9.222697493	1	1	none	none
OTU1733	0	9.222697493	1	1	none	none
OTU1752	0	9.222697493	1	1	none	none
OTU1759	0	9.222697493	1	1	none	none
OTU1764	0	9.222697493	1	1	none	none
OTU1766	0	9.222697493	1	1	none	none
OTU1788	0	9.222697493	1	1	none	none
OTU1800	0	9.222697493	1	1	none	none
OTU1808	0	9.222697493	1	1	none	none
OTU1833	0	9.222697493	1	1	none	none
OTU1834	0	9.222697493	1	1	none	none
OTU1841	0	9.222697493	1	1	none	none
OTU1847	0	9.222697493	1	1	none	none
OTU1855	0	9.222697493	1	1	none	none
OTU1860	0	9.222697493	1	1	none	none
OTU1863	0	9.222697493	1	1	none	none
OTU1872	0	9.222697493	1	1	none	none
OTU1876	0	9.222697493	1	1	none	none
OTU1881	0	9.222697493	1	1	none	none
OTU1885	0	9.222697493	1	1	none	none
OTU1892	0	9.222697493	1	1	none	none
OTU1895	0	9.222697493	1	1	none	none
OTU1911	0	9.222697493	1	1	none	none
OTU1933	0	9.222697493	1	1	none	none
OTU1938	0	9.222697493	1	1	none	none
OTU1939	0	9.222697493	1	1	none	none
OTU1942	0	9.222697493	1	1	none	none
OTU1945	0	9.222697493	1	1	none	none
OTU1961	0	9.222697493	1	1	none	none
OTU1964	0	9.222697493	1	1	none	none
OTU1971	0	9.222697493	1	1	none	none
OTU1984	0	9.222697493	1	1	none	none
OTU1988	0	9.222697493	1	1	none	none
OTU1997	0	9.222697493	1	1	none	none
OTU2005	0	9.222697493	1	1	none	none
OTU2014	0	9.222697493	1	1	none	none
OTU2016	0	9.222697493	1	1	none	none
OTU2029	0	9.222697493	1	1	none	none
OTU2031	0	9.222697493	1	1	none	none
OTU2032	0	9.222697493	1	1	none	none
OTU2034	0	9.222697493	1	1	none	none
OTU2040	0	9.222697493	1	1	none	none
OTU2049	0	9.222697493	1	1	none	none
OTU2053	0	9.222697493	1	1	none	none
OTU2054	0	9.222697493	1	1	none	none
OTU2059	0	9.222697493	1	1	none	none
OTU2060	0	9.222697493	1	1	none	none
OTU2065	0	9.222697493	1	1	none	none
OTU2075	0	9.222697493	1	1	none	none
OTU2076	0	9.222697493	1	1	none	none
OTU2087	0	9.222697493	1	1	none	none
OTU2088	0	9.222697493	1	1	none	none
OTU2091	0	9.222697493	1	1	none	none
OTU2130	0	9.222697493	1	1	none	none
OTU2131	0	9.222697493	1	1	none	none
OTU2136	0	9.222697493	1	1	none	none
OTU2148	0	9.222697493	1	1	none	none
OTU2152	0	9.222697493	1	1	none	none
OTU2187	0	9.222697493	1	1	none	none
OTU2188	0	9.222697493	1	1	none	none
OTU2189	0	9.222697493	1	1	none	none
OTU2198	0	9.222697493	1	1	none	none
OTU2199	0	9.222697493	1	1	none	none
OTU2205	0	9.222697493	1	1	none	none
OTU2239	0	9.222697493	1	1	none	none
OTU2247	0	9.222697493	1	1	none	none
OTU2255	0	9.222697493	1	1	none	none
OTU2256	0	9.222697493	1	1	none	none
OTU2258	0	9.222697493	1	1	none	none
OTU2268	0	9.222697493	1	1	none	none
OTU2269	0	9.222697493	1	1	none	none
OTU2270	0	9.222697493	1	1	none	none
OTU2273	0	9.222697493	1	1	none	none
OTU2278	0	9.222697493	1	1	none	none
OTU2289	0	9.222697493	1	1	none	none
OTU2290	0	9.222697493	1	1	none	none
OTU2298	0	9.222697493	1	1	none	none
OTU2304	0	9.222697493	1	1	none	none
OTU2310	0	9.222697493	1	1	none	none
OTU127	-0.019618187	10.06709559	1	1	none	none
OTU1213	-0.022981245	10.15550354	0.821129287	1	none	none
OTU119	-0.038960146	9.959473497	1	1	none	none
OTU72	-0.049692299	10.44316806	1	1	none	none
OTU5	-0.050479804	14.94799124	0.811379146	1	none	none
OTU138	-0.052984257	9.957777027	1	1	none	none
OTU109	-0.074286928	9.84403833	1	1	none	none
OTU46	-0.095170798	9.726091317	1	1	none	none
OTU270	-0.119311577	9.716879573	1	1	none	none
OTU88	-0.12094822	9.7215404	1	1	none	none
OTU57	-0.135697169	11.00256796	0.700130533	1	none	none
OTU1270	-0.142727813	12.00862308	0.468598169	1	none	none
OTU60	-0.18263062	9.594301172	1	1	none	none
OTU1948	-0.202178953	9.589518621	0.691342343	1	none	none
OTU51	-0.204819567	10.65538235	0.641866938	1	none	none
OTU371	-0.208044809	9.59654537	1	1	none	none
OTU77	-0.239489646	10.32832417	0.691497399	1	none	none
OTU27	-0.275853358	12.01551193	0.299339667	1	none	none
OTU347	-0.349598566	9.444887204	1	1	none	none
OTU628	-0.35033968	9.440528954	1	1	none	none
OTU1720	-0.350940816	9.445671624	1	1	none	none
OTU300	-0.351987771	9.439922109	1	1	none	none
OTU379	-0.353289878	9.446939861	1	1	none	none
OTU414	-0.35436728	9.439099668	1	1	none	none
OTU2	-0.360628758	15.18902766	0.120019816	1	none	none
OTU169	-0.36303628	9.444145403	1	1	none	none
OTU523	-0.36866724	9.447590084	1	1	none	none
OTU10	-0.39540857	12.24332209	0.345559591	1	none	none
OTU211	-0.411079799	9.634445193	1	1	none	none
OTU199	-0.41817151	9.630023227	0.691342343	1	none	none
OTU139	-0.423338913	9.636954585	1	1	none	none
OTU110	-0.424577716	9.637574391	1	1	none	none
OTU135	-0.430269311	9.639384263	0.691342343	1	none	none
OTU1222	-0.432058593	9.642070386	0.731017973	1	none	none
OTU1516	-0.438277954	9.642011583	0.4598491	1	none	none
OTU144	-0.446964382	9.953252462	0.796393721	1	none	none
OTU153	-0.452004218	9.81446511	0.779861587	1	none	none
OTU49	-0.478132866	9.965398967	0.437254867	1	none	none
OTU78	-0.545844038	9.987665349	0.796393721	1	none	none
OTU255	-0.558761449	10.35835598	0.330697821	1	none	none
OTU194	-0.600802361	9.676457195	1	1	none	none
OTU41	-0.602214717	10.1633419	0.830728912	1	none	none
OTU161	-0.620635146	9.683061176	0.731017973	1	none	none
OTU245	-0.624452158	9.681965313	0.4598491	1	none	none
OTU373	-0.668432292	9.488487462	0.628092823	1	none	none
OTU56	-0.673793802	10.51485836	0.159110397	1	none	none
OTU483	-0.674968287	9.49072054	0.628092823	1	none	none
OTU271	-0.677206118	9.493611056	0.628092823	1	none	none
OTU504	-0.677538628	9.498587095	1	1	none	none
OTU262	-0.680343248	9.493896489	0.628092823	1	none	none
OTU221	-0.681003844	9.495842073	0.628092823	1	none	none
OTU298	-0.684622618	9.494242388	0.628092823	1	none	none
OTU309	-0.686538572	9.495783378	0.628092823	1	none	none
OTU266	-0.764624706	9.718520423	0.731017973	1	none	none
OTU86	-0.794463157	9.723903042	0.297147777	1	none	none
OTU166	-0.929256121	10.12381685	0.255084744	1	none	none
OTU350	-0.933250168	9.537742411	0.628092823	1	none	none
OTU172	-0.93646976	9.538079345	0.628092823	1	none	none
OTU84	-0.936600296	10.27173122	0.151282229	1	none	none
OTU2260	-0.938571675	10.41312404	0.091255806	1	none	none
OTU93	-0.939354778	10.27987388	0.231243951	1	none	none
OTU622	-0.942970728	9.539989823	0.628092823	1	none	none
OTU1407	-0.948704365	9.543116269	0.380154705	1	none	none
OTU532	-0.950320058	9.546408129	0.380154705	1	none	none
OTU180	-0.951539817	9.54484729	0.380154705	1	none	none
OTU314	-0.98435215	9.279011429	1	1	none	none
OTU316	-0.98435215	9.279011429	1	1	none	none
OTU420	-0.98435215	9.279011429	1	1	none	none
OTU432	-0.98435215	9.279011429	1	1	none	none
OTU440	-0.98435215	9.279011429	1	1	none	none
OTU472	-0.98435215	9.279011429	1	1	none	none
OTU486	-0.98435215	9.279011429	1	1	none	none
OTU501	-0.98435215	9.279011429	1	1	none	none
OTU537	-0.98435215	9.279011429	1	1	none	none
OTU576	-0.98435215	9.279011429	1	1	none	none
OTU690	-0.98435215	9.279011429	1	1	none	none
OTU693	-0.98435215	9.279011429	1	1	none	none
OTU697	-0.98435215	9.279011429	1	1	none	none
OTU766	-0.98435215	9.279011429	1	1	none	none
OTU869	-0.98435215	9.279011429	1	1	none	none
OTU876	-0.98435215	9.279011429	1	1	none	none
OTU903	-0.98435215	9.279011429	1	1	none	none
OTU1003	-0.98435215	9.279011429	1	1	none	none
OTU1091	-0.98435215	9.279011429	1	1	none	none
OTU1155	-0.98435215	9.279011429	1	1	none	none
OTU1234	-0.98435215	9.279011429	1	1	none	none
OTU1441	-0.98435215	9.279011429	1	1	none	none
OTU1443	-0.98435215	9.279011429	1	1	none	none
OTU1656	-0.98435215	9.279011429	1	1	none	none
OTU2051	-0.98435215	9.279011429	1	1	none	none
OTU2083	-0.98435215	9.279011429	1	1	none	none
OTU2163	-0.98435215	9.279011429	1	1	none	none
OTU2282	-0.98435215	9.279011429	1	1	none	none
OTU333	-0.984453932	9.279069095	1	1	none	none
OTU375	-0.984453932	9.279069095	1	1	none	none
OTU616	-0.984453932	9.279069095	1	1	none	none
OTU632	-0.984453932	9.279069095	1	1	none	none
OTU666	-0.984453932	9.279069095	1	1	none	none
OTU831	-0.984453932	9.279069095	1	1	none	none
OTU841	-0.984453932	9.279069095	1	1	none	none
OTU878	-0.984453932	9.279069095	1	1	none	none
OTU990	-0.984453932	9.279069095	1	1	none	none
OTU1037	-0.984453932	9.279069095	1	1	none	none
OTU1130	-0.984453932	9.279069095	1	1	none	none
OTU1634	-0.984453932	9.279069095	1	1	none	none
OTU308	-0.986826474	9.280442719	1	1	none	none
OTU312	-0.986826474	9.280442719	1	1	none	none
OTU352	-0.986826474	9.280442719	1	1	none	none
OTU421	-0.986826474	9.280442719	1	1	none	none
OTU427	-0.986826474	9.280442719	1	1	none	none
OTU451	-0.986826474	9.280442719	1	1	none	none
OTU480	-0.986826474	9.280442719	1	1	none	none
OTU493	-0.986826474	9.280442719	1	1	none	none
OTU510	-0.986826474	9.280442719	1	1	none	none
OTU531	-0.986826474	9.280442719	1	1	none	none
OTU556	-0.986826474	9.280442719	1	1	none	none
OTU577	-0.986826474	9.280442719	1	1	none	none
OTU614	-0.986826474	9.280442719	1	1	none	none
OTU646	-0.986826474	9.280442719	1	1	none	none
OTU688	-0.986826474	9.280442719	1	1	none	none
OTU721	-0.986826474	9.280442719	1	1	none	none
OTU724	-0.986826474	9.280442719	1	1	none	none
OTU840	-0.986826474	9.280442719	1	1	none	none
OTU853	-0.986826474	9.280442719	1	1	none	none
OTU1040	-0.986826474	9.280442719	1	1	none	none
OTU1088	-0.986826474	9.280442719	1	1	none	none
OTU1157	-0.986826474	9.280442719	1	1	none	none
OTU1252	-0.986826474	9.280442719	1	1	none	none
OTU1390	-0.986826474	9.280442719	1	1	none	none
OTU1519	-0.986826474	9.280442719	1	1	none	none
OTU313	-0.987992584	9.281139245	1	1	none	none
OTU360	-0.987992584	9.281139245	1	1	none	none
OTU374	-0.987992584	9.281139245	1	1	none	none
OTU403	-0.987992584	9.281139245	1	1	none	none
OTU434	-0.987992584	9.281139245	1	1	none	none
OTU474	-0.987992584	9.281139245	1	1	none	none
OTU533	-0.987992584	9.281139245	1	1	none	none
OTU674	-0.987992584	9.281139245	1	1	none	none
OTU1039	-0.987992584	9.281139245	1	1	none	none
OTU1258	-0.987992584	9.281139245	1	1	none	none
OTU1388	-0.987992584	9.281139245	1	1	none	none
OTU1392	-0.987992584	9.281139245	1	1	none	none
OTU1400	-0.987992584	9.281139245	1	1	none	none
OTU240	-0.98834761	9.281354205	1	1	none	none
OTU293	-0.98834761	9.281354205	1	1	none	none
OTU301	-0.98834761	9.281354205	1	1	none	none
OTU353	-0.98834761	9.281354205	1	1	none	none
OTU390	-0.98834761	9.281354205	1	1	none	none
OTU395	-0.98834761	9.281354205	1	1	none	none
OTU438	-0.98834761	9.281354205	1	1	none	none
OTU444	-0.98834761	9.281354205	1	1	none	none
OTU547	-0.98834761	9.281354205	1	1	none	none
OTU581	-0.98834761	9.281354205	1	1	none	none
OTU670	-0.98834761	9.281354205	1	1	none	none
OTU683	-0.98834761	9.281354205	1	1	none	none
OTU852	-0.98834761	9.281354205	1	1	none	none
OTU856	-0.98834761	9.281354205	1	1	none	none
OTU859	-0.98834761	9.281354205	1	1	none	none
OTU877	-0.98834761	9.281354205	1	1	none	none
OTU895	-0.98834761	9.281354205	1	1	none	none
OTU987	-0.98834761	9.281354205	1	1	none	none
OTU1085	-0.98834761	9.281354205	1	1	none	none
OTU1100	-0.98834761	9.281354205	1	1	none	none
OTU1160	-0.98834761	9.281354205	1	1	none	none
OTU1188	-0.98834761	9.281354205	1	1	none	none
OTU1201	-0.98834761	9.281354205	1	1	none	none
OTU1214	-0.98834761	9.281354205	1	1	none	none
OTU1223	-0.98834761	9.281354205	1	1	none	none
OTU1278	-0.98834761	9.281354205	1	1	none	none
OTU1341	-0.98834761	9.281354205	1	1	none	none
OTU1393	-0.98834761	9.281354205	1	1	none	none
OTU1413	-0.98834761	9.281354205	1	1	none	none
OTU1421	-0.98834761	9.281354205	1	1	none	none
OTU1437	-0.98834761	9.281354205	1	1	none	none
OTU1512	-0.98834761	9.281354205	1	1	none	none
OTU1708	-0.98834761	9.281354205	1	1	none	none
OTU1829	-0.98834761	9.281354205	1	1	none	none
OTU1903	-0.98834761	9.281354205	1	1	none	none
OTU2015	-0.98834761	9.281354205	1	1	none	none
OTU248	-0.990428506	9.282642294	1	1	none	none
OTU455	-0.990428506	9.282642294	1	1	none	none
OTU631	-0.990428506	9.282642294	1	1	none	none
OTU743	-0.990428506	9.282642294	1	1	none	none
OTU778	-0.990428506	9.282642294	1	1	none	none
OTU801	-0.990428506	9.282642294	1	1	none	none
OTU913	-0.990428506	9.282642294	1	1	none	none
OTU1015	-0.990428506	9.282642294	1	1	none	none
OTU2299	-0.990428506	9.282642294	1	1	none	none
OTU2308	-0.990428506	9.282642294	1	1	none	none
OTU40	-1.064041514	9.792442299	0.187805489	1	none	none
OTU141	-1.124515346	10.01689668	0.192082743	1	none	none
OTU299	-1.14510889	9.582870134	0.691342343	1	none	none
OTU243	-1.158274971	9.582000788	0.380154705	1	none	none
OTU100	-1.193022595	9.835197025	0.353794986	1	none	none
OTU481	-1.195964896	10.23053784	0.130242504	1	none	none
OTU273	-1.20313532	9.838994316	0.237128082	1	none	none
OTU283	-1.210007906	9.843309426	0.237128082	1	none	none
OTU191	-1.325535353	9.884396201	0.155960919	1	none	none
OTU206	-1.34965499	9.626182262	0.224560886	1	none	none
OTU382	-1.350089695	9.626443628	0.224560886	1	none	none
OTU253	-1.357014398	9.634373667	0.4598491	1	none	none
OTU274	-1.360932507	9.632920743	0.224560886	1	none	none
OTU238	-1.412811792	9.916120734	0.279644216	1	none	none
OTU228	-1.427444201	9.91636045	0.155960919	1	none	none
OTU136	-1.437406937	9.919983223	0.100990565	1	none	none
OTU154	-1.516823388	9.676735787	0.297147777	1	none	none
OTU291	-1.528301534	9.675148567	0.130445601	1	none	none
OTU160	-1.528416658	9.678628981	0.297147777	1	none	none
OTU1542	-1.529092511	9.677518165	0.130445601	1	none	none
OTU332	-1.537237789	9.680085403	0.130445601	1	none	none
OTU540	-1.562569229	9.333043604	1	1	none	none
OTU702	-1.562569229	9.333043604	1	1	none	none
OTU826	-1.562569229	9.333043604	1	1	none	none
OTU973	-1.562569229	9.333043604	1	1	none	none
OTU2121	-1.562569229	9.333043604	1	1	none	none
OTU485	-1.562669703	9.33310077	1	1	none	none
OTU641	-1.562669703	9.33310077	1	1	none	none
OTU744	-1.562669703	9.33310077	1	1	none	none
OTU1370	-1.562770182	9.333157938	1	1	none	none
OTU279	-1.565015563	9.33446363	1	1	none	none
