name	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_paurosaccharolyticus
OTU2	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__Erysipelatoclostridium	s__norank
OTU3	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas_veronii
OTU4	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_sensu_stricto_1	s__norank
OTU5	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__norank	s__norank
OTU6	k__Bacteria	p__Spirochaetota	c__Brevinematia	o__Brevinematales	f__Brevinemataceae	g__Brevinema	s__norank
OTU7	k__Bacteria	p__Firmicutes	c__Bacilli	o__norank	f__norank	g__norank	s__norank
OTU8	k__Bacteria	p__unidentified_Bacteria	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__norank	s__norank
OTU9	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Cetobacterium	s__norank
OTU10	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__Erysipelatoclostridium	s__norank
OTU11	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__norank
OTU12	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_circulans
OTU13	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified_Rhizobiales	g__Alsobacter	s__norank
OTU14	k__Bacteria	p__unidentified_Bacteria	c__Alphaproteobacteria	o__Rhizobiales	f__norank	g__norank	s__norank
OTU15	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__norank	s__norank
OTU16	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Chloroplast	f__unidentified_Chloroplast	g__unidentified_Chloroplast	s__norank
OTU17	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_caecimuris
OTU18	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostignum	s__norank
OTU19	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	s__norank
OTU20	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__norank
OTU21	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_fragilis
OTU22	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Breznakia	s__norank
OTU23	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__norank
OTU24	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__norank	s__norank
OTU25	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_sensu_stricto_12	s__Clostridium_ljungdahlii
OTU26	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__norank
OTU27	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Aurantimicrobium	s__norank
OTU28	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Gemmobacter	s__norank
OTU29	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__norank
OTU30	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__norank
OTU31	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Chloroplast	f__unidentified_Chloroplast	g__unidentified_Chloroplast	s__norank
OTU32	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__norank	s__norank
OTU33	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	s__norank
OTU34	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__alphaI_cluster	s__norank
OTU35	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus_sp_M-S-TSA_29
OTU36	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Synechococcales	f__Cyanobiaceae	g__Cyanobium_PCC-6307	s__norank
OTU37	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Tabrizicola	s__norank
OTU38	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Cetobacterium	s__norank
OTU39	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU40	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_sensu_stricto_12	s__norank
OTU41	k__Bacteria	p__Firmicutes	c__Clostridia	o__unidentified_Clostridia	f__Lachnospiraceae	g__norank	s__norank
OTU42	k__Bacteria	p__unidentified_Bacteria	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__norank	s__norank
OTU43	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__alphaI_cluster	s__norank
OTU44	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__norank	s__norank
OTU45	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU46	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__norank	g__norank	s__norank
OTU47	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Pedomicrobium	s__norank
OTU48	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Nitratireductor	s__norank
OTU49	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Arenimonas	s__norank
OTU50	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified_Rhizobiales	g__Phreatobacter	s__norank
OTU51	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Stenoxybacter	s__norank
OTU52	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__SJA-15	f__norank	g__norank	s__norank
OTU53	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_virus_SPbeta
OTU54	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Rubritaleaceae	g__Luteolibacter	s__norank
OTU55	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylocystis	s__norank
OTU56	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU57	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Ilumatobacteraceae	g__CL500-29_marine_group	s__norank
OTU58	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	s__Escherichia_coli
OTU59	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methyloparacoccus	s__norank
OTU60	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__unidentified_Oscillospirales	g__Hydrogenoanaerobacterium	s__norank
OTU61	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__norank	s__norank
OTU62	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified_Rhizobiales	g__Phreatobacter	s__norank
OTU63	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__[Anaerorhabdus]_furcosa_group	s__Anaerorhabdus_furcosa
OTU64	k__Bacteria	p__Nitrospirota	c__Nitrospira	o__Nitrospirales	f__Nitrospiraceae	g__norank	s__norank
OTU65	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified_Rhizobiales	g__Phreatobacter	s__norank
OTU66	k__Bacteria	p__Nitrospirota	c__Nitrospira	o__Nitrospirales	f__Nitrospiraceae	g__unidentified_Nitrospiraceae	s__Nitrospira_sp
OTU67	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__ZOR0006	s__norank
OTU68	k__Bacteria	p__Firmicutes	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium	s__norank
OTU69	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Budviciaceae	g__Leminorella	s__Leminorella_grimontii
OTU70	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__PeM15	f__norank	g__norank	s__norank
OTU71	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_coleohominis
OTU72	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Pleomorphomonadaceae	g__Chthonobacter	s__norank
OTU73	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__norank	s__norank
OTU74	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides_distasonis
OTU75	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__norank	g__norank	s__norank
OTU76	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Solobacterium	s__norank
OTU77	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Roseomonas	s__norank
OTU78	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__norank
OTU79	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dielma	s__norank
OTU80	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Vibrio	s__norank
OTU81	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Mitochondria	g__unidentified_Mitochondria	s__Gleditsia_sinensis
OTU82	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__norank	s__norank
OTU83	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Crenothrix	s__norank
OTU84	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__IMCC26256	f__norank	g__norank	s__norank
OTU85	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Diplorickettsiales	f__Diplorickettsiaceae	g__Aquicella	s__norank
OTU86	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__SZB7	f__norank	g__norank	s__norank
OTU87	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__norank
OTU88	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU89	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__GCA-900066575	s__norank
OTU90	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Kangiellaceae	g__Pleionea	s__Kangiella_sp_MMH2-2
OTU91	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Shewanellaceae	g__Shewanella	s__Shewanella_sp_FDAARGOS_354
OTU92	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_sensu_stricto_12	s__Clostridium_sp_JN500901
OTU93	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU94	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__norank	s__norank
OTU95	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__[Anaerorhabdus]_furcosa_group	s__norank
OTU96	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__SJA-15	f__norank	g__norank	s__norank
OTU97	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter	s__norank
OTU98	k__Bacteria	p__unidentified_Bacteria	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__norank	s__norank
OTU99	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__GKS98_freshwater_group	s__norank
OTU100	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__Gemmatales	f__Gemmataceae	g__norank	s__norank
OTU101	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU102	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__norank
OTU103	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__norank	s__norank
OTU104	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Rubritaleaceae	g__Luteolibacter	s__norank
OTU105	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Paludicola	s__norank
OTU106	k__Bacteria	p__unidentified_Bacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Nostocaceae	g__norank	s__norank
OTU107	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__UCG-008	s__norank
OTU108	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_intestinalis
OTU109	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__norank
OTU110	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__norank	s__norank
OTU111	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Mitochondria	g__unidentified_Mitochondria	s__norank
OTU112	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Parasutterella	s__norank
OTU113	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Defluviimonas	s__norank
OTU114	k__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__norank	g__norank	s__norank
OTU115	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_uniformis
OTU116	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__SJA-15	f__norank	g__norank	s__norank
OTU117	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Paeniclostridium	s__norank
OTU118	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dielma	s__norank
OTU119	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__SJA-15	f__norank	g__norank	s__norank
OTU120	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__[Ruminococcus]_torques_group	s__norank
OTU121	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Diplorickettsiales	f__Diplorickettsiaceae	g__Aquicella	s__norank
OTU122	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Ilumatobacteraceae	g__Ilumatobacter	s__norank
OTU123	k__Bacteria	p__unidentified_Bacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__norank	s__norank
OTU124	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus_garvieae
OTU125	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurospirillaceae	g__Sulfurospirillum	s__norank
OTU126	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_sensu_stricto_1	s__norank
OTU127	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Romboutsia	s__norank
OTU128	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Chloroplast	f__unidentified_Chloroplast	g__unidentified_Chloroplast	s__norank
OTU129	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__DEV007	g__norank	s__norank
OTU130	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU131	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cardiobacteriales	f__norank	g__norank	s__norank
OTU132	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methyloparacoccus	s__norank
OTU133	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__norank	f__norank	g__norank	s__norank
OTU134	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__[Eubacterium]_coprostanoligenes_group	g__norank	s__norank
OTU135	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unidentified_Gammaproteobacteria	f__unidentified_Gammaproteobacteria	g__norank	s__norank
OTU136	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Pleomorphomonadaceae	g__Prosthecomicrobium	s__norank
OTU137	k__Bacteria	p__unidentified_Bacteria	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__norank	s__norank
OTU138	k__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Subgroup_17	f__norank	g__norank	s__norank
OTU139	k__Bacteria	p__unidentified_Bacteria	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__norank	s__norank
OTU140	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__norank
OTU141	k__Bacteria	p__unidentified_Bacteria	c__Thermoleophilia	o__Gaiellales	f__norank	g__norank	s__norank
OTU142	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Intestinimonas	s__norank
OTU143	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	s__Aerococcus_urinaeequi
OTU144	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__SZB30	f__norank	g__norank	s__norank
OTU145	k__Bacteria	p__Chloroflexi	c__KD4-96	o__norank	f__norank	g__norank	s__norank
OTU146	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Peptostreptococcaceae	g__Proteocatella	s__norank
OTU147	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__SJA-15	f__norank	g__norank	s__norank
OTU148	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	s__norank
OTU149	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__norank	s__norank
OTU150	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__norank	s__norank
OTU151	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UBA1819	s__norank
OTU152	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__[Clostridium]_innocuum_group	s__norank
OTU153	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__norank
OTU154	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Tropicimonas	s__norank
OTU155	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__Erysipelatoclostridium	s__[Clostridium]_spiroforme
OTU156	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Chloroplast	f__unidentified_Chloroplast	g__unidentified_Chloroplast	s__Lolium_perenne
OTU157	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__unidentified_Rhizobiales	g__Phreatobacter	s__norank
OTU158	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Roseomonas	s__norank
OTU159	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Pseudarcobacter	s__norank
OTU160	k__Bacteria	p__unidentified_Bacteria	c__Thermodesulfovibrionia	o__norank	f__norank	g__norank	s__norank
OTU161	k__Bacteria	p__unidentified_Bacteria	c__Syntrophobacteria	o__Syntrophobacterales	f__norank	g__norank	s__norank
OTU162	k__Bacteria	p__unidentified_Bacteria	c__Alphaproteobacteria	o__unidentified_Alphaproteobacteria	f__unidentified_Alphaproteobacteria	g__unidentified_Alphaproteobacteria	s__bacterium_enrichment_culture_clone_Anammox_49
OTU163	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank
OTU164	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank
OTU165	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__norank
OTU166	k__Bacteria	p__Desulfobacterota	c__Desulfobaccia	o__Desulfobaccales	f__Desulfobaccaceae	g__Desulfobacca	s__norank
OTU167	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__[Ruminococcus]_gauvreauii_group	s__bacterium_ic1296
OTU168	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Megasphaera	s__Megasphaera_elsdenii
OTU169	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__norank	s__norank
OTU170	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Butyricicoccus	s__norank
OTU171	k__Bacteria	p__unidentified_Bacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__norank	s__norank
OTU172	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU173	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__ZOR0006	s__Firmicutes_bacterium_ZOR0006
OTU174	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU175	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus_iniae
OTU176	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Colidextribacter	s__norank
OTU177	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__UCG-005	s__norank
OTU178	k__Bacteria	p__unidentified_Bacteria	c__Syntrophobacteria	o__Syntrophobacterales	f__norank	g__norank	s__norank
OTU179	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Diplorickettsiales	f__Diplorickettsiaceae	g__Aquicella	s__norank
OTU180	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Rubritaleaceae	g__Luteolibacter	s__norank
OTU181	k__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__Haliangium	s__norank
OTU182	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__norank
OTU183	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU184	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__norank	s__norank
OTU185	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospiraceae_NK4A136_group	s__norank
OTU186	k__Bacteria	p__Sva0485	c__norank	o__norank	f__norank	g__norank	s__norank
OTU187	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Paracaedibacterales	f__Paracaedibacteraceae	g__Candidatus_Paracaedibacter	s__norank
OTU188	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingorhabdus	s__norank
OTU189	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Vagococcaceae	g__Vagococcus	s__Vagococcus_fluvialis
OTU190	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Megasphaera	s__Megasphaera_hexanoica
OTU191	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__LD29	s__norank
OTU192	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Inhella	s__norank
OTU193	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__OM60(NOR5)_clade	s__norank
OTU194	k__Bacteria	p__unidentified_Bacteria	c__Gammaproteobacteria	o__norank	f__norank	g__norank	s__norank
OTU195	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__norank	s__norank
OTU196	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Sporichthyaceae	g__Longivirga	s__norank
OTU197	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__norank	g__norank	s__norank
OTU198	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Limnotrichales	f__Limnotrichaceae	g__Limnothrix	s__norank
OTU199	k__Bacteria	p__Elusimicrobia	c__unidentified_Elusimicrobia	o__MVP-88	f__norank	g__norank	s__norank
