name	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_1124	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1125	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Nakamurellaceae	g__Nakamurella	s__norank
OTU_1126	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1127	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__TRA3-20	g__norank	s__norank
OTU_1128	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__MND1	s__norank
OTU_1129	k__Bacteria	p__Actinobacteriota	c__MB-A2-108	o__norank	f__norank	g__norank	s__norank
OTU_1130	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillospira	s__norank
OTU_1131	k__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__Oligoflexales	f__unidentified_Oligoflexales	g__Oligoflexus	s__norank
OTU_1132	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Niveispirillum	s__norank
OTU_1133	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Dinghuibacter	s__norank
OTU_1134	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Ileibacterium	s__Ileibacterium_valens
OTU_1135	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Craurococcus-Caldovatus	s__norank
OTU_1136	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__norank	s__norank
OTU_1137	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__unidentified_Acidobacteriae	f__unidentified_Acidobacteriae	g__Paludibaculum	s__norank
OTU_1138	k__Bacteria	p__Chlamydiae	c__unidentified_Chlamydiae	o__Chlamydiales	f__norank	g__norank	s__norank
OTU_1139	k__Bacteria	p__unidentified_Bacteria	c__Alphaproteobacteria	o__Elsterales	f__norank	g__norank	s__norank
OTU_1140	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__unidentified_Bacteria	f__unidentified_Bacteria	g__unidentified_Bacteria	s__Myxococcales_bacterium_enrichment_culture_clone_11380
OTU_1141	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Chloroplast	f__unidentified_Chloroplast	g__unidentified_Chloroplast	s__norank
OTU_1142	k__Bacteria	p__Actinobacteriota	c__MB-A2-108	o__norank	f__norank	g__norank	s__norank
OTU_1143	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__C10-SB1A	f__norank	g__norank	s__norank
OTU_1144	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__IMCC26256	f__norank	g__norank	s__norank
OTU_1145	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__Gemmatimonadales	f__Gemmatimonadaceae	g__norank	s__norank
OTU_1146	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1147	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__norank	s__norank
OTU_1148	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Defluviicoccales	f__Defluviicoccaceae	g__Defluviicoccus	s__norank
OTU_1149	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank
OTU_1150	k__Bacteria	p__Acidobacteriota	c__Blastocatellia	o__Pyrinomonadales	f__Pyrinomonadaceae	g__RB41	s__norank
OTU_1151	k__Bacteria	p__unidentified_Bacteria	c__Thermoleophilia	o__Gaiellales	f__norank	g__norank	s__norank
OTU_1152	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methyloparacoccus	s__norank
OTU_1153	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_brevis
OTU_1154	k__Bacteria	p__Planctomycetes	c__unidentified_Planctomycetes	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__norank
OTU_1155	k__Bacteria	p__Chloroflexi	c__KD4-96	o__norank	f__norank	g__norank	s__norank
OTU_1156	k__Bacteria	p__unidentified_Bacteria	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__norank	s__norank
OTU_1157	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__norank	s__norank
OTU_1158	k__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__norank	s__norank
OTU_1159	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__UCG-005	s__norank
OTU_1160	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank
OTU_1161	k__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__norank	g__norank	s__norank
OTU_1162	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Lysinibacillus	s__norank
OTU_1163	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Chloroplast	f__unidentified_Chloroplast	g__unidentified_Chloroplast	s__norank
OTU_1164	k__Bacteria	p__Desulfobacterota	c__Syntrophia	o__Syntrophales	f__Syntrophaceae	g__Syntrophus	s__norank
OTU_1165	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	s__Haemophilus_influenzae
OTU_1166	k__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__67-14	g__norank	s__norank
OTU_1167	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__MND1	s__norank
OTU_1168	k__Bacteria	p__unidentified_Bacteria	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	g__norank	s__norank
OTU_1169	k__Bacteria	p__unidentified_Bacteria	c__Vicinamibacteria	o__Vicinamibacterales	f__norank	g__norank	s__norank
OTU_1170	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Stomatobaculum	s__norank
OTU_1171	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__unidentified_Chitinophagaceae	s__Flavihumibacter_sp
OTU_1172	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Oligella	s__norank
OTU_1173	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Candidatus_Planktoluna	s__norank
OTU_1174	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridia_vadinBB60_group	f__norank	g__norank	s__norank
OTU_1175	k__Bacteria	p__Nitrospirota	c__Nitrospira	o__Nitrospirales	f__Nitrospiraceae	g__norank	s__norank
OTU_1176	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__norank	s__norank
OTU_1177	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Paracaedibacterales	f__Paracaedibacteraceae	g__Candidatus_Paracaedibacter	s__norank
OTU_1178	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__norank
OTU_1179	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Caloramatoraceae	g__Fonticella	s__norank
OTU_1180	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__MND1	s__norank
OTU_1181	k__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Subgroup_17	f__norank	g__norank	s__norank
OTU_1182	k__Bacteria	p__Desulfobacterota	c__Syntrophobacteria	o__Syntrophobacterales	f__Syntrophobacteraceae	g__Desulfovirga	s__norank
OTU_1183	k__Bacteria	p__unidentified_Bacteria	c__Saccharimonadia	o__Saccharimonadales	f__norank	g__norank	s__norank
OTU_1184	k__Bacteria	p__NB1-j	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1185	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__norank	s__norank
OTU_1186	k__Bacteria	p__unidentified_Bacteria	c__Alphaproteobacteria	o__Elsterales	f__norank	g__norank	s__norank
OTU_1187	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__norank	s__norank
OTU_1188	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1189	k__Bacteria	p__unidentified_Bacteria	c__Babeliae	o__Babeliales	f__norank	g__norank	s__norank
OTU_1190	k__Bacteria	p__unidentified_Bacteria	c__Babeliae	o__Babeliales	f__norank	g__norank	s__norank
OTU_1191	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1192	k__Bacteria	p__Actinobacteriota	c__MB-A2-108	o__norank	f__norank	g__norank	s__norank
OTU_1193	k__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__0319-6G20	f__unidentified_0319-6G20	g__unidentified_0319-6G20	s\_\_bacterium\_enrichment\_culture\_clone\_B126
OTU_1194	k__Bacteria	p__unidentified_Bacteria	c__Oligoflexia	o__Oligoflexales	f__norank	g__norank	s__norank
OTU_1195	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Cerasibacillus	s__norank
OTU_1196	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Haemophilus	s__Haemophilus_parainfluenzae
OTU_1197	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1198	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Luedemannella	s__norank
OTU_1199	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Rhodoplanes	s__norank
OTU_1200	k__Bacteria	p__unidentified_Bacteria	c__Babeliae	o__Babeliales	f__UBA12409	g__norank	s__norank
OTU_1201	k__Bacteria	p__Desulfobacterota	c__Desulfobaccia	o__Desulfobaccales	f__Desulfobaccaceae	g__Desulfobacca	s__norank
OTU_1202	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1203	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Megasphaera	s__Megasphaera_sueciensis
OTU_1204	k__Bacteria	p__Planctomycetes	c__unidentified_Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Pirellula	s__Pirellula_staleyi
OTU_1205	k__Bacteria	p__Chloroflexi	c__Gitt-GS-136	o__norank	f__norank	g__norank	s__norank
OTU_1206	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__norank
OTU_1207	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__norank	f__norank	g__norank	s__norank
OTU_1208	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__norank	s__norank
OTU_1209	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides_paurosaccharolyticus
OTU_1210	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Pedomicrobium	s__norank
OTU_1211	k__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__WX65	g__norank	s__norank
OTU_1212	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__norank	s__norank
OTU_1213	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__norank	s__norank
OTU_1214	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1215	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1216	k__Bacteria	p__unidentified_Bacteria	c__Clostridia	o__norank	f__norank	g__norank	s__norank
OTU_1217	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Rubritaleaceae	g__Luteolibacter	s__norank
OTU_1218	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Defluviicoccales	f__Defluviicoccaceae	g__Defluviicoccus	s__norank
OTU_1219	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Solibacterales	f__Solibacteraceae	g__Candidatus_Solibacter	s__norank
OTU_1220	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__unidentified_Erysipelotrichaceae	s__Faecalitalea_sp_Marseille-P3755
OTU_1221	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__norank	g__norank	s__norank
OTU_1222	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Mesorhizobium	s__norank
OTU_1223	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Crocinitomicaceae	g__Crocinitomix	s__norank
OTU_1224	k__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Subgroup_17	f__norank	g__norank	s__norank
OTU_1225	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_salivae
OTU_1226	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_sensu_stricto_3	s__norank
OTU_1227	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__norank
OTU_1228	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1229	k__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Thermoanaerobaculales	f__Thermoanaerobaculaceae	g__Subgroup_10	s__norank
OTU_1230	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium_minimum
OTU_1231	k__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__0319-6G20	f__unidentified_0319-6G20	g__unidentified_0319-6G20	s\_\_bacterium\_enrichment\_culture\_clone\_B126
OTU_1232	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_stationis
OTU_1233	k__Bacteria	p__NB1-j	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1234	k__Bacteria	p__unidentified_Bacteria	c__Oligoflexia	o__Oligoflexales	f__norank	g__norank	s__norank
OTU_1235	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__Gemmatimonadales	f__Gemmatimonadaceae	g__norank	s__norank
OTU_1236	k__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__Haliangium	s__norank
OTU_1237	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1238	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Leuconostoc	s__Leuconostoc_mesenteroides
OTU_1239	k__Bacteria	p__Desulfobacterota	c__Desulfobaccia	o__Desulfobaccales	f__Desulfobaccaceae	g__Desulfobacca	s__bacterium_enrichment_culture_clone_E8
OTU_1240	k__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__norank	s__norank
OTU_1241	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__DEV007	g__norank	s__norank
OTU_1242	k__Bacteria	p__Planctomycetes	c__unidentified_Planctomycetes	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__norank
OTU_1243	k__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__norank
OTU_1244	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridia_UCG-014	f__norank	g__norank	s__norank
OTU_1245	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unidentified_Gammaproteobacteria	f__unidentified_Gammaproteobacteria	g__Acidibacter	s__norank
OTU_1246	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1247	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Rubritaleaceae	g__Luteolibacter	s__norank
OTU_1248	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank
OTU_1249	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__norank	s__norank
OTU_1250	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__[Eubacterium]_coprostanoligenes_group	g__unidentified_[Eubacterium]_coprostanoligenes_group	s__Eubacteriaceae_bacterium_CHKCI005
OTU_1251	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1252	k__Bacteria	p__Chloroflexi	c__KD4-96	o__norank	f__norank	g__norank	s__norank
OTU_1253	k__Bacteria	p__Chlamydiae	c__unidentified_Chlamydiae	o__Chlamydiales	f__norank	g__norank	s__norank
OTU_1254	k__Bacteria	p__unidentified_Bacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__norank	s__norank
OTU_1255	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium_paraconglomeratum
OTU_1256	k__Bacteria	p__Elusimicrobiota	c__Endomicrobia	o__Endomicrobiales	f__Endomicrobiaceae	g__Endomicrobium	s__norank
OTU_1257	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__unidentified_Bacteria	f__unidentified_Bacteria	g__unidentified_Bacteria	s__delta_proteobacterium_WX81
OTU_1258	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__Gemmatales	f__Gemmataceae	g__norank	s__norank
OTU_1259	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Nitrosococcales	f__Nitrosococcaceae	g__CI75cm.2.12	s__norank
OTU_1260	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotellaceae_Ga6A1_group	s__norank
OTU_1261	k__Bacteria	p__Actinobacteriota	c__RBG-16-55-12	o__norank	f__norank	g__norank	s__norank
OTU_1262	k__Bacteria	p__Planctomycetes	c__unidentified_Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Pirellula	s__norank
OTU_1263	k__Bacteria	p__unidentified_Bacteria	c__Saccharimonadia	o__Saccharimonadales	f__norank	g__norank	s__norank
OTU_1264	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Spongiibacteraceae	g__norank	s__norank
OTU_1265	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__RH-aaj90h05	g__norank	s__norank
OTU_1266	k__Bacteria	p__WPS-2	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1267	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1268	k__Bacteria	p__unidentified_Bacteria	c__Vicinamibacteria	o__Vicinamibacterales	f__norank	g__norank	s__norank
OTU_1269	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1270	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1271	k__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__0319-6G20	f__norank	g__norank	s__norank
OTU_1272	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__norank
OTU_1273	k__Bacteria	p__Planctomycetes	c__unidentified_Planctomycetes	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__norank
OTU_1274	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__norank	s__norank
OTU_1275	k__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__norank	g__norank	s__norank
OTU_1276	k__Bacteria	p__Planctomycetes	c__unidentified_Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Pirellula	s__norank
OTU_1277	k__Bacteria	p__Desulfobacterota	c__Desulfobaccia	o__Desulfobaccales	f__Desulfobaccaceae	g__Desulfobacca	s__norank
OTU_1278	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Aminobacter	s__norank
OTU_1279	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1280	k__Bacteria	p__unidentified_Bacteria	c__CPR2	o__norank	f__norank	g__norank	s__norank
OTU_1281	k__Bacteria	p__Proteobacteria	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1282	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__norank
OTU_1283	k__Bacteria	p__Firmicutes	c__Clostridia	o__Monoglobales	f__Monoglobaceae	g__Monoglobus	s__norank
OTU_1284	k__Bacteria	p__Entotheonellaeota	c__Entotheonellia	o__Entotheonellales	f__Entotheonellaceae	g__norank	s__norank
OTU_1285	k__Bacteria	p__Actinobacteriota	c__MB-A2-108	o__norank	f__norank	g__norank	s__norank
OTU_1286	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Jeotgalibaca	s__norank
OTU_1287	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospiraceae_NK4A136_group	s__norank
OTU_1288	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__Bryobacter_aggregatus
OTU_1289	k__Bacteria	p__unidentified_Bacteria	c__Oligoflexia	o__Oligoflexales	f__norank	g__norank	s__norank
OTU_1290	k__Bacteria	p__Desulfobacterota	c__Desulfuromonadia	o__Geobacterales	f__norank	g__norank	s__norank
OTU_1291	k__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Pla1_lineage	f__norank	g__norank	s__norank
OTU_1292	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__norank
OTU_1293	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospiraceae_NK4A136_group	s__norank
OTU_1294	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Dokdonella	s__norank
OTU_1295	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__GCA-900066575	s__norank
OTU_1296	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__norank
OTU_1297	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank
OTU_1298	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1299	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__norank	s__norank
OTU_1300	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1301	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Erwiniaceae	g__Rosenbergiella	s__norank
OTU_1302	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1303	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__norank	f__norank	g__norank	s__norank
OTU_1304	k__Bacteria	p__unidentified_Bacteria	c__Thermoleophilia	o__Gaiellales	f__norank	g__norank	s__norank
OTU_1305	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Oceanobacillus	s__norank
OTU_1306	k__Bacteria	p__unidentified_Bacteria	c__Babeliae	o__Babeliales	f__UBA12409	g__norank	s__norank
OTU_1307	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1308	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__norank	s__norank
OTU_1309	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Competibacterales	f__Competibacteraceae	g__Candidatus_Competibacter	s__norank
OTU_1310	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1311	k__Bacteria	p__MBNT15	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1312	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1313	k__Bacteria	p__unidentified_Bacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__norank	s__norank
OTU_1314	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__PLTA13	f__norank	g__norank	s__norank
OTU_1315	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium	s__norank
OTU_1316	k__Bacteria	p__unidentified_Bacteria	c__Thermoleophilia	o__Gaiellales	f__norank	g__norank	s__norank
OTU_1317	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Crocinitomicaceae	g__Fluviicola	s__norank
OTU_1318	k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Subgroup_2	f__norank	g__norank	s__norank
OTU_1319	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Hydrogenophilaceae	g__Thiobacillus	s__norank
OTU_1320	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Defluviicoccales	f__Defluviicoccaceae	g__Defluviicoccus	s__norank
OTU_1321	k__Bacteria	p__Firmicutes	c__Clostridia	o__Monoglobales	f__Monoglobaceae	g__Monoglobus	s__norank
OTU_1322	k__Bacteria	p__Actinobacteriota	c__MB-A2-108	o__norank	f__norank	g__norank	s__norank
OTU_1323	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1324	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU_1325	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__RBG-13-54-9	f__norank	g__norank	s__norank
OTU_1326	k__Bacteria	p__unidentified_Bacteria	c__Acidimicrobiia	o__Microtrichales	f__norank	g__norank	s__norank
OTU_1327	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unidentified_Gammaproteobacteria	f__unidentified_Gammaproteobacteria	g__Acidibacter	s__norank
OTU_1328	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__unidentified_Peptostreptococcales-Tissierellales	g__Serpentinicella	s__norank
