	logFC	logCPM	PValue	FDR	sig	color
OTU454	2.56E-15	9.325923892	1	1	none	none
OTU456	2.56E-15	9.325923892	1	1	none	none
OTU461	2.56E-15	9.325923892	1	1	none	none
OTU462	2.56E-15	9.325923892	1	1	none	none
OTU465	2.56E-15	9.325923892	1	1	none	none
OTU470	2.56E-15	9.325923892	1	1	none	none
OTU475	2.56E-15	9.325923892	1	1	none	none
OTU478	2.56E-15	9.325923892	1	1	none	none
OTU487	2.56E-15	9.325923892	1	1	none	none
OTU489	2.56E-15	9.325923892	1	1	none	none
OTU490	2.56E-15	9.325923892	1	1	none	none
OTU491	2.56E-15	9.325923892	1	1	none	none
OTU497	2.56E-15	9.325923892	1	1	none	none
OTU498	2.56E-15	9.325923892	1	1	none	none
OTU499	2.56E-15	9.325923892	1	1	none	none
OTU505	2.56E-15	9.325923892	1	1	none	none
OTU506	2.56E-15	9.325923892	1	1	none	none
OTU507	2.56E-15	9.325923892	1	1	none	none
OTU508	2.56E-15	9.325923892	1	1	none	none
OTU511	2.56E-15	9.325923892	1	1	none	none
OTU522	2.56E-15	9.325923892	1	1	none	none
OTU524	2.56E-15	9.325923892	1	1	none	none
OTU525	2.56E-15	9.325923892	1	1	none	none
OTU529	2.56E-15	9.325923892	1	1	none	none
OTU530	2.56E-15	9.325923892	1	1	none	none
OTU534	2.56E-15	9.325923892	1	1	none	none
OTU536	2.56E-15	9.325923892	1	1	none	none
OTU538	2.56E-15	9.325923892	1	1	none	none
OTU542	2.56E-15	9.325923892	1	1	none	none
OTU548	2.56E-15	9.325923892	1	1	none	none
OTU549	2.56E-15	9.325923892	1	1	none	none
OTU554	2.56E-15	9.325923892	1	1	none	none
OTU555	2.56E-15	9.325923892	1	1	none	none
OTU557	2.56E-15	9.325923892	1	1	none	none
OTU558	2.56E-15	9.325923892	1	1	none	none
OTU561	2.56E-15	9.325923892	1	1	none	none
OTU563	2.56E-15	9.325923892	1	1	none	none
OTU566	2.56E-15	9.325923892	1	1	none	none
OTU568	2.56E-15	9.325923892	1	1	none	none
OTU571	2.56E-15	9.325923892	1	1	none	none
OTU579	2.56E-15	9.325923892	1	1	none	none
OTU583	2.56E-15	9.325923892	1	1	none	none
OTU588	2.56E-15	9.325923892	1	1	none	none
OTU593	2.56E-15	9.325923892	1	1	none	none
OTU596	2.56E-15	9.325923892	1	1	none	none
OTU600	2.56E-15	9.325923892	1	1	none	none
OTU601	2.56E-15	9.325923892	1	1	none	none
OTU604	2.56E-15	9.325923892	1	1	none	none
OTU606	2.56E-15	9.325923892	1	1	none	none
OTU607	2.56E-15	9.325923892	1	1	none	none
OTU609	2.56E-15	9.325923892	1	1	none	none
OTU613	2.56E-15	9.325923892	1	1	none	none
OTU617	2.56E-15	9.325923892	1	1	none	none
OTU619	2.56E-15	9.325923892	1	1	none	none
OTU623	2.56E-15	9.325923892	1	1	none	none
OTU625	2.56E-15	9.325923892	1	1	none	none
OTU645	2.56E-15	9.325923892	1	1	none	none
OTU651	2.56E-15	9.325923892	1	1	none	none
OTU654	2.56E-15	9.325923892	1	1	none	none
OTU657	2.56E-15	9.325923892	1	1	none	none
OTU662	2.56E-15	9.325923892	1	1	none	none
OTU663	2.56E-15	9.325923892	1	1	none	none
OTU671	2.56E-15	9.325923892	1	1	none	none
OTU676	2.56E-15	9.325923892	1	1	none	none
OTU680	2.56E-15	9.325923892	1	1	none	none
OTU684	2.56E-15	9.325923892	1	1	none	none
OTU686	2.56E-15	9.325923892	1	1	none	none
OTU703	2.56E-15	9.325923892	1	1	none	none
OTU705	2.56E-15	9.325923892	1	1	none	none
OTU732	2.56E-15	9.325923892	1	1	none	none
OTU733	2.56E-15	9.325923892	1	1	none	none
OTU739	2.56E-15	9.325923892	1	1	none	none
OTU748	2.56E-15	9.325923892	1	1	none	none
OTU753	2.56E-15	9.325923892	1	1	none	none
OTU763	2.56E-15	9.325923892	1	1	none	none
OTU764	2.56E-15	9.325923892	1	1	none	none
OTU775	2.56E-15	9.325923892	1	1	none	none
OTU776	2.56E-15	9.325923892	1	1	none	none
OTU784	2.56E-15	9.325923892	1	1	none	none
OTU788	2.56E-15	9.325923892	1	1	none	none
OTU793	2.56E-15	9.325923892	1	1	none	none
OTU795	2.56E-15	9.325923892	1	1	none	none
OTU807	2.56E-15	9.325923892	1	1	none	none
OTU809	2.56E-15	9.325923892	1	1	none	none
OTU813	2.56E-15	9.325923892	1	1	none	none
OTU814	2.56E-15	9.325923892	1	1	none	none
OTU821	2.56E-15	9.325923892	1	1	none	none
OTU827	2.56E-15	9.325923892	1	1	none	none
OTU837	2.56E-15	9.325923892	1	1	none	none
OTU842	2.56E-15	9.325923892	1	1	none	none
OTU849	2.56E-15	9.325923892	1	1	none	none
OTU850	2.56E-15	9.325923892	1	1	none	none
OTU857	2.56E-15	9.325923892	1	1	none	none
OTU860	2.56E-15	9.325923892	1	1	none	none
OTU863	2.56E-15	9.325923892	1	1	none	none
OTU866	2.56E-15	9.325923892	1	1	none	none
OTU867	2.56E-15	9.325923892	1	1	none	none
OTU880	2.56E-15	9.325923892	1	1	none	none
OTU882	2.56E-15	9.325923892	1	1	none	none
OTU883	2.56E-15	9.325923892	1	1	none	none
OTU888	2.56E-15	9.325923892	1	1	none	none
OTU890	2.56E-15	9.325923892	1	1	none	none
OTU893	2.56E-15	9.325923892	1	1	none	none
OTU897	2.56E-15	9.325923892	1	1	none	none
OTU899	2.56E-15	9.325923892	1	1	none	none
OTU900	2.56E-15	9.325923892	1	1	none	none
OTU902	2.56E-15	9.325923892	1	1	none	none
OTU904	2.56E-15	9.325923892	1	1	none	none
OTU912	2.56E-15	9.325923892	1	1	none	none
OTU915	2.56E-15	9.325923892	1	1	none	none
OTU917	2.56E-15	9.325923892	1	1	none	none
OTU919	2.56E-15	9.325923892	1	1	none	none
OTU921	2.56E-15	9.325923892	1	1	none	none
OTU925	2.56E-15	9.325923892	1	1	none	none
OTU928	2.56E-15	9.325923892	1	1	none	none
OTU931	2.56E-15	9.325923892	1	1	none	none
OTU936	2.56E-15	9.325923892	1	1	none	none
OTU940	2.56E-15	9.325923892	1	1	none	none
OTU946	2.56E-15	9.325923892	1	1	none	none
OTU951	2.56E-15	9.325923892	1	1	none	none
OTU954	2.56E-15	9.325923892	1	1	none	none
OTU959	2.56E-15	9.325923892	1	1	none	none
OTU963	2.56E-15	9.325923892	1	1	none	none
OTU964	2.56E-15	9.325923892	1	1	none	none
OTU981	2.56E-15	9.325923892	1	1	none	none
OTU992	2.56E-15	9.325923892	1	1	none	none
OTU1000	2.56E-15	9.325923892	1	1	none	none
OTU1002	2.56E-15	9.325923892	1	1	none	none
OTU1004	2.56E-15	9.325923892	1	1	none	none
OTU1006	2.56E-15	9.325923892	1	1	none	none
OTU1010	2.56E-15	9.325923892	1	1	none	none
OTU1017	2.56E-15	9.325923892	1	1	none	none
OTU1022	2.56E-15	9.325923892	1	1	none	none
OTU1027	2.56E-15	9.325923892	1	1	none	none
OTU1029	2.56E-15	9.325923892	1	1	none	none
OTU1033	2.56E-15	9.325923892	1	1	none	none
OTU1034	2.56E-15	9.325923892	1	1	none	none
OTU1036	2.56E-15	9.325923892	1	1	none	none
OTU1042	2.56E-15	9.325923892	1	1	none	none
OTU1050	2.56E-15	9.325923892	1	1	none	none
OTU1054	2.56E-15	9.325923892	1	1	none	none
OTU1058	2.56E-15	9.325923892	1	1	none	none
OTU1059	2.56E-15	9.325923892	1	1	none	none
OTU1066	2.56E-15	9.325923892	1	1	none	none
OTU1076	2.56E-15	9.325923892	1	1	none	none
OTU1081	2.56E-15	9.325923892	1	1	none	none
OTU1083	2.56E-15	9.325923892	1	1	none	none
OTU1087	2.56E-15	9.325923892	1	1	none	none
OTU1090	2.56E-15	9.325923892	1	1	none	none
OTU1097	2.56E-15	9.325923892	1	1	none	none
OTU1104	2.56E-15	9.325923892	1	1	none	none
OTU1107	2.56E-15	9.325923892	1	1	none	none
OTU1112	2.56E-15	9.325923892	1	1	none	none
OTU1119	2.56E-15	9.325923892	1	1	none	none
OTU1127	2.56E-15	9.325923892	1	1	none	none
OTU1131	2.56E-15	9.325923892	1	1	none	none
OTU1132	2.56E-15	9.325923892	1	1	none	none
OTU1133	2.56E-15	9.325923892	1	1	none	none
OTU1141	2.56E-15	9.325923892	1	1	none	none
OTU1162	2.56E-15	9.325923892	1	1	none	none
OTU1171	2.56E-15	9.325923892	1	1	none	none
OTU1174	2.56E-15	9.325923892	1	1	none	none
OTU1195	2.56E-15	9.325923892	1	1	none	none
OTU1197	2.56E-15	9.325923892	1	1	none	none
OTU1199	2.56E-15	9.325923892	1	1	none	none
OTU1216	2.56E-15	9.325923892	1	1	none	none
OTU1221	2.56E-15	9.325923892	1	1	none	none
OTU1231	2.56E-15	9.325923892	1	1	none	none
OTU1232	2.56E-15	9.325923892	1	1	none	none
OTU1238	2.56E-15	9.325923892	1	1	none	none
OTU1239	2.56E-15	9.325923892	1	1	none	none
OTU1244	2.56E-15	9.325923892	1	1	none	none
OTU1248	2.56E-15	9.325923892	1	1	none	none
OTU1254	2.56E-15	9.325923892	1	1	none	none
OTU1266	2.56E-15	9.325923892	1	1	none	none
OTU1274	2.56E-15	9.325923892	1	1	none	none
OTU1286	2.56E-15	9.325923892	1	1	none	none
OTU1291	2.56E-15	9.325923892	1	1	none	none
OTU1292	2.56E-15	9.325923892	1	1	none	none
OTU1293	2.56E-15	9.325923892	1	1	none	none
OTU1294	2.56E-15	9.325923892	1	1	none	none
OTU1297	2.56E-15	9.325923892	1	1	none	none
OTU1298	2.56E-15	9.325923892	1	1	none	none
OTU1314	2.56E-15	9.325923892	1	1	none	none
OTU1317	2.56E-15	9.325923892	1	1	none	none
OTU1327	2.56E-15	9.325923892	1	1	none	none
OTU1334	2.56E-15	9.325923892	1	1	none	none
OTU1340	2.56E-15	9.325923892	1	1	none	none
OTU1358	2.56E-15	9.325923892	1	1	none	none
OTU1369	2.56E-15	9.325923892	1	1	none	none
OTU1375	2.56E-15	9.325923892	1	1	none	none
OTU1382	2.56E-15	9.325923892	1	1	none	none
OTU1401	2.56E-15	9.325923892	1	1	none	none
OTU1405	2.56E-15	9.325923892	1	1	none	none
OTU1408	2.56E-15	9.325923892	1	1	none	none
OTU1422	2.56E-15	9.325923892	1	1	none	none
OTU1424	2.56E-15	9.325923892	1	1	none	none
OTU1434	2.56E-15	9.325923892	1	1	none	none
OTU1448	2.56E-15	9.325923892	1	1	none	none
OTU1450	2.56E-15	9.325923892	1	1	none	none
OTU1453	2.56E-15	9.325923892	1	1	none	none
OTU1462	2.56E-15	9.325923892	1	1	none	none
OTU1475	2.56E-15	9.325923892	1	1	none	none
OTU1476	2.56E-15	9.325923892	1	1	none	none
OTU1479	2.56E-15	9.325923892	1	1	none	none
OTU1490	2.56E-15	9.325923892	1	1	none	none
OTU1492	2.56E-15	9.325923892	1	1	none	none
OTU1497	2.56E-15	9.325923892	1	1	none	none
OTU1499	2.56E-15	9.325923892	1	1	none	none
OTU1502	2.56E-15	9.325923892	1	1	none	none
OTU1515	2.56E-15	9.325923892	1	1	none	none
OTU1518	2.56E-15	9.325923892	1	1	none	none
OTU1526	2.56E-15	9.325923892	1	1	none	none
OTU1527	2.56E-15	9.325923892	1	1	none	none
OTU1529	2.56E-15	9.325923892	1	1	none	none
OTU1543	2.56E-15	9.325923892	1	1	none	none
OTU1547	2.56E-15	9.325923892	1	1	none	none
OTU1548	2.56E-15	9.325923892	1	1	none	none
OTU1563	2.56E-15	9.325923892	1	1	none	none
OTU1575	2.56E-15	9.325923892	1	1	none	none
OTU1578	2.56E-15	9.325923892	1	1	none	none
OTU1600	2.56E-15	9.325923892	1	1	none	none
OTU1604	2.56E-15	9.325923892	1	1	none	none
OTU1610	2.56E-15	9.325923892	1	1	none	none
OTU1621	2.56E-15	9.325923892	1	1	none	none
OTU1623	2.56E-15	9.325923892	1	1	none	none
OTU1624	2.56E-15	9.325923892	1	1	none	none
OTU1632	2.56E-15	9.325923892	1	1	none	none
OTU1633	2.56E-15	9.325923892	1	1	none	none
OTU1635	2.56E-15	9.325923892	1	1	none	none
OTU1636	2.56E-15	9.325923892	1	1	none	none
OTU1661	2.56E-15	9.325923892	1	1	none	none
OTU1670	2.56E-15	9.325923892	1	1	none	none
OTU1679	2.56E-15	9.325923892	1	1	none	none
OTU1686	2.56E-15	9.325923892	1	1	none	none
OTU1690	2.56E-15	9.325923892	1	1	none	none
OTU1692	2.56E-15	9.325923892	1	1	none	none
OTU1696	2.56E-15	9.325923892	1	1	none	none
OTU1706	2.56E-15	9.325923892	1	1	none	none
OTU1711	2.56E-15	9.325923892	1	1	none	none
OTU1722	2.56E-15	9.325923892	1	1	none	none
OTU1727	2.56E-15	9.325923892	1	1	none	none
OTU1734	2.56E-15	9.325923892	1	1	none	none
OTU1749	2.56E-15	9.325923892	1	1	none	none
OTU1752	2.56E-15	9.325923892	1	1	none	none
OTU1759	2.56E-15	9.325923892	1	1	none	none
OTU1764	2.56E-15	9.325923892	1	1	none	none
OTU1766	2.56E-15	9.325923892	1	1	none	none
OTU1772	2.56E-15	9.325923892	1	1	none	none
OTU1791	2.56E-15	9.325923892	1	1	none	none
OTU1800	2.56E-15	9.325923892	1	1	none	none
OTU1826	2.56E-15	9.325923892	1	1	none	none
OTU1841	2.56E-15	9.325923892	1	1	none	none
OTU1849	2.56E-15	9.325923892	1	1	none	none
OTU1855	2.56E-15	9.325923892	1	1	none	none
OTU1860	2.56E-15	9.325923892	1	1	none	none
OTU1872	2.56E-15	9.325923892	1	1	none	none
OTU1876	2.56E-15	9.325923892	1	1	none	none
OTU1881	2.56E-15	9.325923892	1	1	none	none
OTU1885	2.56E-15	9.325923892	1	1	none	none
OTU1888	2.56E-15	9.325923892	1	1	none	none
OTU1895	2.56E-15	9.325923892	1	1	none	none
OTU1911	2.56E-15	9.325923892	1	1	none	none
OTU1925	2.56E-15	9.325923892	1	1	none	none
OTU1933	2.56E-15	9.325923892	1	1	none	none
OTU1939	2.56E-15	9.325923892	1	1	none	none
OTU1945	2.56E-15	9.325923892	1	1	none	none
OTU1960	2.56E-15	9.325923892	1	1	none	none
OTU1984	2.56E-15	9.325923892	1	1	none	none
OTU1991	2.56E-15	9.325923892	1	1	none	none
OTU1999	2.56E-15	9.325923892	1	1	none	none
OTU2010	2.56E-15	9.325923892	1	1	none	none
OTU2013	2.56E-15	9.325923892	1	1	none	none
OTU2014	2.56E-15	9.325923892	1	1	none	none
OTU2016	2.56E-15	9.325923892	1	1	none	none
OTU2018	2.56E-15	9.325923892	1	1	none	none
OTU2028	2.56E-15	9.325923892	1	1	none	none
OTU2029	2.56E-15	9.325923892	1	1	none	none
OTU2031	2.56E-15	9.325923892	1	1	none	none
OTU2034	2.56E-15	9.325923892	1	1	none	none
OTU2040	2.56E-15	9.325923892	1	1	none	none
OTU2042	2.56E-15	9.325923892	1	1	none	none
OTU2044	2.56E-15	9.325923892	1	1	none	none
OTU2054	2.56E-15	9.325923892	1	1	none	none
OTU2059	2.56E-15	9.325923892	1	1	none	none
OTU2065	2.56E-15	9.325923892	1	1	none	none
OTU2066	2.56E-15	9.325923892	1	1	none	none
OTU2087	2.56E-15	9.325923892	1	1	none	none
OTU2091	2.56E-15	9.325923892	1	1	none	none
OTU2105	2.56E-15	9.325923892	1	1	none	none
OTU2130	2.56E-15	9.325923892	1	1	none	none
OTU2131	2.56E-15	9.325923892	1	1	none	none
OTU2136	2.56E-15	9.325923892	1	1	none	none
OTU2148	2.56E-15	9.325923892	1	1	none	none
OTU2150	2.56E-15	9.325923892	1	1	none	none
OTU2202	2.56E-15	9.325923892	1	1	none	none
OTU2247	2.56E-15	9.325923892	1	1	none	none
OTU2251	2.56E-15	9.325923892	1	1	none	none
OTU2257	2.56E-15	9.325923892	1	1	none	none
OTU2258	2.56E-15	9.325923892	1	1	none	none
OTU2273	2.56E-15	9.325923892	1	1	none	none
OTU2278	2.56E-15	9.325923892	1	1	none	none
OTU2286	2.56E-15	9.325923892	1	1	none	none
OTU2289	2.56E-15	9.325923892	1	1	none	none
OTU2290	2.56E-15	9.325923892	1	1	none	none
OTU2298	2.56E-15	9.325923892	1	1	none	none
OTU2304	2.56E-15	9.325923892	1	1	none	none
OTU4	-0.042516239	17.58678982	0.812301739	1	none	none
OTU83	-0.064189928	11.01814308	0.693262512	1	none	none
OTU100	-0.070295959	10.14561294	0.809867666	1	none	none
OTU131	-0.112740997	9.598602431	1	1	none	none
OTU1694	-0.113763698	9.600122235	1	1	none	none
OTU379	-0.115269207	9.60168065	1	1	none	none
OTU1213	-0.127980631	10.35870035	1	1	none	none
OTU65	-0.142976343	10.19576575	1	1	none	none
OTU5	-0.158469119	15.23883208	0.447188507	1	none	none
OTU95	-0.211700126	9.950586141	1	1	none	none
OTU51	-0.230213566	10.89283808	0.488980574	1	none	none
OTU59	-0.248530659	11.35095537	0.454066551	1	none	none
OTU173	-0.248777337	9.744844762	1	1	none	none
OTU60	-0.257237933	9.739467307	1	1	none	none
OTU1001	-0.261982314	9.745577916	0.731017973	1	none	none
OTU180	-0.268472737	9.743244444	0.731017973	1	none	none
OTU371	-0.269870773	9.744838067	0.731017973	1	none	none
OTU122	-0.347261049	10.39675905	0.560480792	1	none	none
OTU274	-0.351014199	9.864447896	0.7588884	1	none	none
OTU2056	-0.36687229	9.494008146	1	1	none	none
OTU290	-0.369322408	9.495245962	1	1	none	none
OTU1011	-0.369443562	9.495196507	1	1	none	none
OTU183	-0.37048253	9.49477536	1	1	none	none
OTU790	-0.373414234	9.988127018	0.796393721	1	none	none
OTU323	-0.37349644	9.498263807	1	1	none	none
OTU190	-0.373849938	9.498449172	1	1	none	none
OTU187	-0.374095204	9.497686693	1	1	none	none
OTU287	-0.378293097	9.491857066	1	1	none	none
OTU503	-0.378293097	9.491857066	1	1	none	none
OTU372	-0.378954642	9.500274455	1	1	none	none
OTU109	-0.379270066	9.982571184	0.779861587	1	none	none
OTU426	-0.380646334	9.493043522	1	1	none	none
OTU1209	-0.383671991	9.49461339	1	1	none	none
OTU373	-0.446541447	9.640832188	1	1	none	none
OTU111	-0.451040447	9.648904851	1	1	none	none
OTU76	-0.455272057	9.637445126	1	1	none	none
OTU168	-0.45637079	9.645845881	1	1	none	none
OTU1542	-0.5173627	9.907960859	0.557962066	1	none	none
OTU56	-0.620078386	10.74382363	0.234255659	1	none	none
OTU129	-0.637282792	10.15595496	0.349025479	1	none	none
OTU195	-0.67630479	9.822398019	0.515832351	1	none	none
OTU260	-0.715108336	9.692608544	0.691342343	1	none	none
OTU1412	-0.772960106	10.67908461	0.220210243	1	none	none
OTU396	-0.797229703	9.544658332	1	1	none	none
OTU442	-0.800691449	9.545468512	1	1	none	none
OTU288	-0.804377219	9.54831489	0.628092823	1	none	none
OTU171	-0.804664344	9.549494519	0.628092823	1	none	none
OTU414	-0.8060778	9.541337315	1	1	none	none
OTU234	-0.806698797	9.548528181	0.628092823	1	none	none
OTU380	-0.806776646	9.548633643	0.628092823	1	none	none
OTU370	-0.806889109	9.549652664	0.628092823	1	none	none
OTU756	-0.812685518	9.551704491	0.628092823	1	none	none
OTU362	-0.820395271	9.548741898	0.628092823	1	none	none
OTU523	-0.820395271	9.548741898	0.628092823	1	none	none
OTU154	-0.847559816	9.869581111	0.557962066	1	none	none
OTU332	-0.883144316	9.865665551	0.353794986	1	none	none
OTU211	-0.957656974	9.732027129	0.4598491	1	none	none
OTU110	-0.965911944	9.73627791	0.4598491	1	none	none
OTU144	-1.043593196	10.05273293	0.192082743	1	none	none
OTU314	-1.109786941	9.383015731	1	1	none	none
OTU432	-1.109786941	9.383015731	1	1	none	none
OTU440	-1.109786941	9.383015731	1	1	none	none
OTU472	-1.109786941	9.383015731	1	1	none	none
OTU486	-1.109786941	9.383015731	1	1	none	none
OTU501	-1.109786941	9.383015731	1	1	none	none
OTU537	-1.109786941	9.383015731	1	1	none	none
OTU545	-1.109786941	9.383015731	1	1	none	none
OTU576	-1.109786941	9.383015731	1	1	none	none
OTU603	-1.109786941	9.383015731	1	1	none	none
OTU644	-1.109786941	9.383015731	1	1	none	none
OTU675	-1.109786941	9.383015731	1	1	none	none
OTU690	-1.109786941	9.383015731	1	1	none	none
OTU693	-1.109786941	9.383015731	1	1	none	none
OTU697	-1.109786941	9.383015731	1	1	none	none
OTU716	-1.109786941	9.383015731	1	1	none	none
OTU754	-1.109786941	9.383015731	1	1	none	none
OTU766	-1.109786941	9.383015731	1	1	none	none
OTU869	-1.109786941	9.383015731	1	1	none	none
OTU876	-1.109786941	9.383015731	1	1	none	none
OTU903	-1.109786941	9.383015731	1	1	none	none
OTU1003	-1.109786941	9.383015731	1	1	none	none
OTU1056	-1.109786941	9.383015731	1	1	none	none
OTU1091	-1.109786941	9.383015731	1	1	none	none
OTU1155	-1.109786941	9.383015731	1	1	none	none
OTU1234	-1.109786941	9.383015731	1	1	none	none
OTU1443	-1.109786941	9.383015731	1	1	none	none
OTU1656	-1.109786941	9.383015731	1	1	none	none
OTU2051	-1.109786941	9.383015731	1	1	none	none
OTU2083	-1.109786941	9.383015731	1	1	none	none
OTU2163	-1.109786941	9.383015731	1	1	none	none
OTU2282	-1.109786941	9.383015731	1	1	none	none
OTU333	-1.109888909	9.38306632	1	1	none	none
OTU354	-1.109888909	9.38306632	1	1	none	none
OTU375	-1.109888909	9.38306632	1	1	none	none
OTU423	-1.109888909	9.38306632	1	1	none	none
OTU433	-1.109888909	9.38306632	1	1	none	none
OTU495	-1.109888909	9.38306632	1	1	none	none
OTU616	-1.109888909	9.38306632	1	1	none	none
OTU632	-1.109888909	9.38306632	1	1	none	none
OTU666	-1.109888909	9.38306632	1	1	none	none
OTU831	-1.109888909	9.38306632	1	1	none	none
OTU841	-1.109888909	9.38306632	1	1	none	none
OTU878	-1.109888909	9.38306632	1	1	none	none
OTU1037	-1.109888909	9.38306632	1	1	none	none
OTU1130	-1.109888909	9.38306632	1	1	none	none
OTU1634	-1.109888909	9.38306632	1	1	none	none
OTU308	-1.112265146	9.384267147	1	1	none	none
OTU352	-1.112265146	9.384267147	1	1	none	none
OTU427	-1.112265146	9.384267147	1	1	none	none
OTU451	-1.112265146	9.384267147	1	1	none	none
OTU480	-1.112265146	9.384267147	1	1	none	none
OTU493	-1.112265146	9.384267147	1	1	none	none
OTU502	-1.112265146	9.384267147	1	1	none	none
OTU510	-1.112265146	9.384267147	1	1	none	none
OTU531	-1.112265146	9.384267147	1	1	none	none
OTU577	-1.112265146	9.384267147	1	1	none	none
OTU614	-1.112265146	9.384267147	1	1	none	none
OTU647	-1.112265146	9.384267147	1	1	none	none
OTU688	-1.112265146	9.384267147	1	1	none	none
OTU721	-1.112265146	9.384267147	1	1	none	none
OTU791	-1.112265146	9.384267147	1	1	none	none
OTU840	-1.112265146	9.384267147	1	1	none	none
OTU853	-1.112265146	9.384267147	1	1	none	none
OTU1040	-1.112265146	9.384267147	1	1	none	none
OTU1088	-1.112265146	9.384267147	1	1	none	none
OTU1157	-1.112265146	9.384267147	1	1	none	none
OTU1252	-1.112265146	9.384267147	1	1	none	none
OTU1390	-1.112265146	9.384267147	1	1	none	none
OTU1519	-1.112265146	9.384267147	1	1	none	none
OTU313	-1.113432634	9.384872969	1	1	none	none
OTU360	-1.113432634	9.384872969	1	1	none	none
OTU374	-1.113432634	9.384872969	1	1	none	none
OTU434	-1.113432634	9.384872969	1	1	none	none
OTU474	-1.113432634	9.384872969	1	1	none	none
OTU512	-1.113432634	9.384872969	1	1	none	none
OTU533	-1.113432634	9.384872969	1	1	none	none
OTU664	-1.113432634	9.384872969	1	1	none	none
OTU805	-1.113432634	9.384872969	1	1	none	none
OTU1039	-1.113432634	9.384872969	1	1	none	none
OTU1258	-1.113432634	9.384872969	1	1	none	none
OTU1388	-1.113432634	9.384872969	1	1	none	none
OTU1392	-1.113432634	9.384872969	1	1	none	none
OTU1400	-1.113432634	9.384872969	1	1	none	none
OTU1676	-1.113432634	9.384872969	1	1	none	none
OTU293	-1.113788022	9.385059519	1	1	none	none
OTU301	-1.113788022	9.385059519	1	1	none	none
OTU355	-1.113788022	9.385059519	1	1	none	none
OTU378	-1.113788022	9.385059519	1	1	none	none
OTU390	-1.113788022	9.385059519	1	1	none	none
OTU395	-1.113788022	9.385059519	1	1	none	none
OTU547	-1.113788022	9.385059519	1	1	none	none
OTU670	-1.113788022	9.385059519	1	1	none	none
OTU683	-1.113788022	9.385059519	1	1	none	none
OTU720	-1.113788022	9.385059519	1	1	none	none
OTU740	-1.113788022	9.385059519	1	1	none	none
OTU852	-1.113788022	9.385059519	1	1	none	none
OTU856	-1.113788022	9.385059519	1	1	none	none
OTU859	-1.113788022	9.385059519	1	1	none	none
OTU877	-1.113788022	9.385059519	1	1	none	none
OTU987	-1.113788022	9.385059519	1	1	none	none
OTU1085	-1.113788022	9.385059519	1	1	none	none
OTU1160	-1.113788022	9.385059519	1	1	none	none
OTU1188	-1.113788022	9.385059519	1	1	none	none
OTU1201	-1.113788022	9.385059519	1	1	none	none
OTU1214	-1.113788022	9.385059519	1	1	none	none
OTU1223	-1.113788022	9.385059519	1	1	none	none
OTU1341	-1.113788022	9.385059519	1	1	none	none
OTU1393	-1.113788022	9.385059519	1	1	none	none
OTU1413	-1.113788022	9.385059519	1	1	none	none
OTU1421	-1.113788022	9.385059519	1	1	none	none
OTU1437	-1.113788022	9.385059519	1	1	none	none
OTU1512	-1.113788022	9.385059519	1	1	none	none
OTU1708	-1.113788022	9.385059519	1	1	none	none
OTU1829	-1.113788022	9.385059519	1	1	none	none
OTU1903	-1.113788022	9.385059519	1	1	none	none
OTU2015	-1.113788022	9.385059519	1	1	none	none
OTU455	-1.115870496	9.386173253	1	1	none	none
OTU743	-1.115870496	9.386173253	1	1	none	none
OTU778	-1.115870496	9.386173253	1	1	none	none
OTU801	-1.115870496	9.386173253	1	1	none	none
OTU913	-1.115870496	9.386173253	1	1	none	none
OTU1015	-1.115870496	9.386173253	1	1	none	none
OTU2299	-1.115870496	9.386173253	1	1	none	none
OTU2308	-1.115870496	9.386173253	1	1	none	none
OTU73	-1.130758591	9.594337132	0.628092823	1	none	none
OTU541	-1.134286385	9.59621259	0.628092823	1	none	none
OTU271	-1.14485873	9.594668629	0.628092823	1	none	none
OTU210	-1.146348812	9.595446273	0.628092823	1	none	none
OTU146	-1.151513046	9.598130635	0.380154705	1	none	none
OTU266	-1.314009353	9.819616412	0.297147777	1	none	none
OTU130	-1.336965474	9.823693198	0.187805489	1	none	none
OTU132	-1.403198993	9.644995727	0.380154705	1	none	none
OTU172	-1.410132316	9.6406183	0.380154705	1	none	none
OTU416	-1.412511809	9.641832908	0.380154705	1	none	none
OTU1407	-1.419900214	9.645691812	0.224560886	1	none	none
OTU1277	-1.601576697	9.905481249	0.237128082	1	none	none
OTU299	-1.622452282	9.687551624	0.224560886	1	none	none
OTU222	-1.635602542	9.693300831	0.224560886	1	none	none
OTU217	-1.727985361	9.437814778	0.502074689	1	none	none
OTU540	-1.727985361	9.437814778	0.502074689	1	none	none
OTU546	-1.727985361	9.437814778	0.502074689	1	none	none
OTU702	-1.727985361	9.437814778	0.502074689	1	none	none
OTU826	-1.727985361	9.437814778	0.502074689	1	none	none
OTU973	-1.727985361	9.437814778	0.502074689	1	none	none
OTU2121	-1.727985361	9.437814778	0.502074689	1	none	none
OTU485	-1.728086014	9.437865008	0.502074689	1	none	none
OTU641	-1.728086014	9.437865008	0.502074689	1	none	none
OTU744	-1.728086014	9.437865008	0.502074689	1	none	none
OTU1370	-1.728186674	9.437915239	0.502074689	1	none	none
OTU279	-1.730435479	9.439058211	0.502074689	1	none	none
OTU365	-1.730435479	9.439058211	0.502074689	1	none	none
OTU384	-1.730435479	9.439058211	0.502074689	1	none	none
