	logFC	logCPM	PValue	FDR	sig	color
OTU676	0	9.34450097	1	1	none	none
OTU680	0	9.34450097	1	1	none	none
OTU686	0	9.34450097	1	1	none	none
OTU689	0	9.34450097	1	1	none	none
OTU695	0	9.34450097	1	1	none	none
OTU696	0	9.34450097	1	1	none	none
OTU705	0	9.34450097	1	1	none	none
OTU710	0	9.34450097	1	1	none	none
OTU712	0	9.34450097	1	1	none	none
OTU719	0	9.34450097	1	1	none	none
OTU728	0	9.34450097	1	1	none	none
OTU733	0	9.34450097	1	1	none	none
OTU735	0	9.34450097	1	1	none	none
OTU737	0	9.34450097	1	1	none	none
OTU738	0	9.34450097	1	1	none	none
OTU741	0	9.34450097	1	1	none	none
OTU742	0	9.34450097	1	1	none	none
OTU747	0	9.34450097	1	1	none	none
OTU748	0	9.34450097	1	1	none	none
OTU750	0	9.34450097	1	1	none	none
OTU753	0	9.34450097	1	1	none	none
OTU757	0	9.34450097	1	1	none	none
OTU758	0	9.34450097	1	1	none	none
OTU763	0	9.34450097	1	1	none	none
OTU764	0	9.34450097	1	1	none	none
OTU768	0	9.34450097	1	1	none	none
OTU775	0	9.34450097	1	1	none	none
OTU781	0	9.34450097	1	1	none	none
OTU783	0	9.34450097	1	1	none	none
OTU784	0	9.34450097	1	1	none	none
OTU788	0	9.34450097	1	1	none	none
OTU789	0	9.34450097	1	1	none	none
OTU792	0	9.34450097	1	1	none	none
OTU794	0	9.34450097	1	1	none	none
OTU798	0	9.34450097	1	1	none	none
OTU802	0	9.34450097	1	1	none	none
OTU808	0	9.34450097	1	1	none	none
OTU809	0	9.34450097	1	1	none	none
OTU810	0	9.34450097	1	1	none	none
OTU813	0	9.34450097	1	1	none	none
OTU818	0	9.34450097	1	1	none	none
OTU822	0	9.34450097	1	1	none	none
OTU830	0	9.34450097	1	1	none	none
OTU836	0	9.34450097	1	1	none	none
OTU837	0	9.34450097	1	1	none	none
OTU842	0	9.34450097	1	1	none	none
OTU849	0	9.34450097	1	1	none	none
OTU850	0	9.34450097	1	1	none	none
OTU851	0	9.34450097	1	1	none	none
OTU861	0	9.34450097	1	1	none	none
OTU862	0	9.34450097	1	1	none	none
OTU863	0	9.34450097	1	1	none	none
OTU865	0	9.34450097	1	1	none	none
OTU867	0	9.34450097	1	1	none	none
OTU868	0	9.34450097	1	1	none	none
OTU870	0	9.34450097	1	1	none	none
OTU872	0	9.34450097	1	1	none	none
OTU873	0	9.34450097	1	1	none	none
OTU874	0	9.34450097	1	1	none	none
OTU880	0	9.34450097	1	1	none	none
OTU882	0	9.34450097	1	1	none	none
OTU888	0	9.34450097	1	1	none	none
OTU892	0	9.34450097	1	1	none	none
OTU894	0	9.34450097	1	1	none	none
OTU899	0	9.34450097	1	1	none	none
OTU900	0	9.34450097	1	1	none	none
OTU905	0	9.34450097	1	1	none	none
OTU915	0	9.34450097	1	1	none	none
OTU919	0	9.34450097	1	1	none	none
OTU920	0	9.34450097	1	1	none	none
OTU925	0	9.34450097	1	1	none	none
OTU926	0	9.34450097	1	1	none	none
OTU928	0	9.34450097	1	1	none	none
OTU935	0	9.34450097	1	1	none	none
OTU936	0	9.34450097	1	1	none	none
OTU940	0	9.34450097	1	1	none	none
OTU946	0	9.34450097	1	1	none	none
OTU947	0	9.34450097	1	1	none	none
OTU950	0	9.34450097	1	1	none	none
OTU953	0	9.34450097	1	1	none	none
OTU954	0	9.34450097	1	1	none	none
OTU956	0	9.34450097	1	1	none	none
OTU960	0	9.34450097	1	1	none	none
OTU962	0	9.34450097	1	1	none	none
OTU963	0	9.34450097	1	1	none	none
OTU964	0	9.34450097	1	1	none	none
OTU968	0	9.34450097	1	1	none	none
OTU981	0	9.34450097	1	1	none	none
OTU996	0	9.34450097	1	1	none	none
OTU1000	0	9.34450097	1	1	none	none
OTU1002	0	9.34450097	1	1	none	none
OTU1005	0	9.34450097	1	1	none	none
OTU1022	0	9.34450097	1	1	none	none
OTU1023	0	9.34450097	1	1	none	none
OTU1024	0	9.34450097	1	1	none	none
OTU1025	0	9.34450097	1	1	none	none
OTU1027	0	9.34450097	1	1	none	none
OTU1034	0	9.34450097	1	1	none	none
OTU1058	0	9.34450097	1	1	none	none
OTU1059	0	9.34450097	1	1	none	none
OTU1060	0	9.34450097	1	1	none	none
OTU1065	0	9.34450097	1	1	none	none
OTU1066	0	9.34450097	1	1	none	none
OTU1071	0	9.34450097	1	1	none	none
OTU1076	0	9.34450097	1	1	none	none
OTU1087	0	9.34450097	1	1	none	none
OTU1089	0	9.34450097	1	1	none	none
OTU1090	0	9.34450097	1	1	none	none
OTU1102	0	9.34450097	1	1	none	none
OTU1103	0	9.34450097	1	1	none	none
OTU1104	0	9.34450097	1	1	none	none
OTU1110	0	9.34450097	1	1	none	none
OTU1112	0	9.34450097	1	1	none	none
OTU1114	0	9.34450097	1	1	none	none
OTU1115	0	9.34450097	1	1	none	none
OTU1116	0	9.34450097	1	1	none	none
OTU1119	0	9.34450097	1	1	none	none
OTU1127	0	9.34450097	1	1	none	none
OTU1133	0	9.34450097	1	1	none	none
OTU1141	0	9.34450097	1	1	none	none
OTU1144	0	9.34450097	1	1	none	none
OTU1145	0	9.34450097	1	1	none	none
OTU1150	0	9.34450097	1	1	none	none
OTU1151	0	9.34450097	1	1	none	none
OTU1161	0	9.34450097	1	1	none	none
OTU1168	0	9.34450097	1	1	none	none
OTU1171	0	9.34450097	1	1	none	none
OTU1176	0	9.34450097	1	1	none	none
OTU1184	0	9.34450097	1	1	none	none
OTU1187	0	9.34450097	1	1	none	none
OTU1195	0	9.34450097	1	1	none	none
OTU1198	0	9.34450097	1	1	none	none
OTU1199	0	9.34450097	1	1	none	none
OTU1205	0	9.34450097	1	1	none	none
OTU1210	0	9.34450097	1	1	none	none
OTU1212	0	9.34450097	1	1	none	none
OTU1218	0	9.34450097	1	1	none	none
OTU1221	0	9.34450097	1	1	none	none
OTU1229	0	9.34450097	1	1	none	none
OTU1235	0	9.34450097	1	1	none	none
OTU1237	0	9.34450097	1	1	none	none
OTU1238	0	9.34450097	1	1	none	none
OTU1239	0	9.34450097	1	1	none	none
OTU1240	0	9.34450097	1	1	none	none
OTU1245	0	9.34450097	1	1	none	none
OTU1247	0	9.34450097	1	1	none	none
OTU1254	0	9.34450097	1	1	none	none
OTU1263	0	9.34450097	1	1	none	none
OTU1264	0	9.34450097	1	1	none	none
OTU1266	0	9.34450097	1	1	none	none
OTU1267	0	9.34450097	1	1	none	none
OTU1268	0	9.34450097	1	1	none	none
OTU1273	0	9.34450097	1	1	none	none
OTU1274	0	9.34450097	1	1	none	none
OTU1275	0	9.34450097	1	1	none	none
OTU1286	0	9.34450097	1	1	none	none
OTU1291	0	9.34450097	1	1	none	none
OTU1292	0	9.34450097	1	1	none	none
OTU1297	0	9.34450097	1	1	none	none
OTU1299	0	9.34450097	1	1	none	none
OTU1317	0	9.34450097	1	1	none	none
OTU1322	0	9.34450097	1	1	none	none
OTU1333	0	9.34450097	1	1	none	none
OTU1334	0	9.34450097	1	1	none	none
OTU1340	0	9.34450097	1	1	none	none
OTU1344	0	9.34450097	1	1	none	none
OTU1345	0	9.34450097	1	1	none	none
OTU1358	0	9.34450097	1	1	none	none
OTU1369	0	9.34450097	1	1	none	none
OTU1375	0	9.34450097	1	1	none	none
OTU1382	0	9.34450097	1	1	none	none
OTU1383	0	9.34450097	1	1	none	none
OTU1408	0	9.34450097	1	1	none	none
OTU1409	0	9.34450097	1	1	none	none
OTU1424	0	9.34450097	1	1	none	none
OTU1434	0	9.34450097	1	1	none	none
OTU1439	0	9.34450097	1	1	none	none
OTU1448	0	9.34450097	1	1	none	none
OTU1452	0	9.34450097	1	1	none	none
OTU1453	0	9.34450097	1	1	none	none
OTU1461	0	9.34450097	1	1	none	none
OTU1475	0	9.34450097	1	1	none	none
OTU1476	0	9.34450097	1	1	none	none
OTU1479	0	9.34450097	1	1	none	none
OTU1490	0	9.34450097	1	1	none	none
OTU1492	0	9.34450097	1	1	none	none
OTU1505	0	9.34450097	1	1	none	none
OTU1506	0	9.34450097	1	1	none	none
OTU1526	0	9.34450097	1	1	none	none
OTU1538	0	9.34450097	1	1	none	none
OTU1540	0	9.34450097	1	1	none	none
OTU1543	0	9.34450097	1	1	none	none
OTU1548	0	9.34450097	1	1	none	none
OTU1559	0	9.34450097	1	1	none	none
OTU1569	0	9.34450097	1	1	none	none
OTU1571	0	9.34450097	1	1	none	none
OTU1585	0	9.34450097	1	1	none	none
OTU1604	0	9.34450097	1	1	none	none
OTU1610	0	9.34450097	1	1	none	none
OTU1617	0	9.34450097	1	1	none	none
OTU1621	0	9.34450097	1	1	none	none
OTU1624	0	9.34450097	1	1	none	none
OTU1642	0	9.34450097	1	1	none	none
OTU1661	0	9.34450097	1	1	none	none
OTU1670	0	9.34450097	1	1	none	none
OTU1679	0	9.34450097	1	1	none	none
OTU1686	0	9.34450097	1	1	none	none
OTU1692	0	9.34450097	1	1	none	none
OTU1704	0	9.34450097	1	1	none	none
OTU1706	0	9.34450097	1	1	none	none
OTU1710	0	9.34450097	1	1	none	none
OTU1715	0	9.34450097	1	1	none	none
OTU1722	0	9.34450097	1	1	none	none
OTU1727	0	9.34450097	1	1	none	none
OTU1733	0	9.34450097	1	1	none	none
OTU1734	0	9.34450097	1	1	none	none
OTU1749	0	9.34450097	1	1	none	none
OTU1759	0	9.34450097	1	1	none	none
OTU1766	0	9.34450097	1	1	none	none
OTU1772	0	9.34450097	1	1	none	none
OTU1788	0	9.34450097	1	1	none	none
OTU1791	0	9.34450097	1	1	none	none
OTU1800	0	9.34450097	1	1	none	none
OTU1808	0	9.34450097	1	1	none	none
OTU1826	0	9.34450097	1	1	none	none
OTU1833	0	9.34450097	1	1	none	none
OTU1847	0	9.34450097	1	1	none	none
OTU1849	0	9.34450097	1	1	none	none
OTU1863	0	9.34450097	1	1	none	none
OTU1888	0	9.34450097	1	1	none	none
OTU1892	0	9.34450097	1	1	none	none
OTU1911	0	9.34450097	1	1	none	none
OTU1925	0	9.34450097	1	1	none	none
OTU1938	0	9.34450097	1	1	none	none
OTU1939	0	9.34450097	1	1	none	none
OTU1942	0	9.34450097	1	1	none	none
OTU1960	0	9.34450097	1	1	none	none
OTU1961	0	9.34450097	1	1	none	none
OTU1964	0	9.34450097	1	1	none	none
OTU1988	0	9.34450097	1	1	none	none
OTU1991	0	9.34450097	1	1	none	none
OTU1999	0	9.34450097	1	1	none	none
OTU2005	0	9.34450097	1	1	none	none
OTU2010	0	9.34450097	1	1	none	none
OTU2013	0	9.34450097	1	1	none	none
OTU2014	0	9.34450097	1	1	none	none
OTU2016	0	9.34450097	1	1	none	none
OTU2018	0	9.34450097	1	1	none	none
OTU2028	0	9.34450097	1	1	none	none
OTU2029	0	9.34450097	1	1	none	none
OTU2032	0	9.34450097	1	1	none	none
OTU2042	0	9.34450097	1	1	none	none
OTU2044	0	9.34450097	1	1	none	none
OTU2049	0	9.34450097	1	1	none	none
OTU2053	0	9.34450097	1	1	none	none
OTU2064	0	9.34450097	1	1	none	none
OTU2066	0	9.34450097	1	1	none	none
OTU2075	0	9.34450097	1	1	none	none
OTU2088	0	9.34450097	1	1	none	none
OTU2096	0	9.34450097	1	1	none	none
OTU2105	0	9.34450097	1	1	none	none
OTU2150	0	9.34450097	1	1	none	none
OTU2152	0	9.34450097	1	1	none	none
OTU2167	0	9.34450097	1	1	none	none
OTU2187	0	9.34450097	1	1	none	none
OTU2188	0	9.34450097	1	1	none	none
OTU2189	0	9.34450097	1	1	none	none
OTU2198	0	9.34450097	1	1	none	none
OTU2199	0	9.34450097	1	1	none	none
OTU2202	0	9.34450097	1	1	none	none
OTU2205	0	9.34450097	1	1	none	none
OTU2239	0	9.34450097	1	1	none	none
OTU2251	0	9.34450097	1	1	none	none
OTU2255	0	9.34450097	1	1	none	none
OTU2256	0	9.34450097	1	1	none	none
OTU2257	0	9.34450097	1	1	none	none
OTU2268	0	9.34450097	1	1	none	none
OTU2269	0	9.34450097	1	1	none	none
OTU2270	0	9.34450097	1	1	none	none
OTU2286	0	9.34450097	1	1	none	none
OTU2304	0	9.34450097	1	1	none	none
OTU2305	0	9.34450097	1	1	none	none
OTU2310	0	9.34450097	1	1	none	none
OTU105	-0.017403477	9.709013325	1	1	none	none
OTU638	-0.017857403	9.71915845	1	1	none	none
OTU150	-0.025215358	10.00964862	1	1	none	none
OTU1517	-0.029336208	10.25257697	1	1	none	none
OTU198	-0.031032026	9.714232341	1	1	none	none
OTU422	-0.064168503	10.66972734	1	1	none	none
OTU58	-0.071612897	10.87165682	0.890068358	1	none	none
OTU1099	-0.079229273	9.926471346	1	1	none	none
OTU69	-0.082839995	9.928200221	1	1	none	none
OTU50	-0.085925546	9.9315316	1	1	none	none
OTU1909	-0.093001958	10.4845105	1	1	none	none
OTU70	-0.107473268	10.11139727	1	1	none	none
OTU176	-0.123705322	10.12313813	1	1	none	none
OTU7	-0.130597942	16.11671565	0.499967554	1	none	none
OTU131	-0.142469158	9.612199888	1	1	none	none
OTU414	-0.143080192	9.6135776	1	1	none	none
OTU364	-0.145035234	9.618385371	1	1	none	none
OTU653	-0.149245399	9.616643305	1	1	none	none
OTU167	-0.149248197	9.617562473	1	1	none	none
OTU379	-0.149640031	9.619892879	1	1	none	none
OTU224	-0.149726554	9.615072843	1	1	none	none
OTU259	-0.152988811	9.61988244	1	1	none	none
OTU370	-0.158611163	9.619536106	1	1	none	none
OTU139	-0.175668692	9.846407977	1	1	none	none
OTU49	-0.197593645	10.22544844	0.830728912	1	none	none
OTU656	-0.207023547	11.73890892	0.670820293	1	none	none
OTU9	-0.22349172	14.21121496	0.354596985	1	none	none
OTU83	-0.25476262	10.9942081	0.700130533	1	none	none
OTU132	-0.28347215	9.756816108	1	1	none	none
OTU118	-0.287172377	9.75528419	1	1	none	none
OTU1001	-0.300889007	9.763687501	0.731017973	1	none	none
OTU217	-0.386844147	9.511098325	1	1	none	none
OTU702	-0.391375973	9.509233963	1	1	none	none
OTU279	-0.396086626	9.511553645	1	1	none	none
OTU290	-0.396086626	9.511553645	1	1	none	none
OTU660	-0.399125916	9.514043991	1	1	none	none
OTU175	-0.39940705	9.514186765	1	1	none	none
OTU426	-0.39998238	9.514210165	1	1	none	none
OTU120	-0.400470772	10.7859772	0.464838149	1	none	none
OTU303	-0.400508693	9.517932089	1	1	none	none
OTU346	-0.400530544	9.513733103	1	1	none	none
OTU503	-0.401202024	9.515108636	1	1	none	none
OTU30	-0.401408845	9.513382734	1	1	none	none
OTU229	-0.401408845	9.513382734	1	1	none	none
OTU1355	-0.401408845	9.513382734	1	1	none	none
OTU324	-0.401512409	9.515275286	1	1	none	none
OTU323	-0.401526708	9.515282797	1	1	none	none
OTU539	-0.403203818	9.514304194	1	1	none	none
OTU275	-0.403618362	9.516085704	1	1	none	none
OTU187	-0.405933142	9.515717358	1	1	none	none
OTU85	-0.441483165	10.46292285	0.466362921	1	none	none
OTU111	-0.48304383	9.665730843	1	1	none	none
OTU221	-0.484856784	9.665044414	0.691342343	1	none	none
OTU210	-0.485236897	9.666263068	0.691342343	1	none	none
OTU62	-0.504306961	10.3219321	0.426440726	1	none	none
OTU397	-0.522862277	9.804268499	0.731017973	1	none	none
OTU37	-0.524275232	11.75954859	0.157851021	1	none	none
OTU130	-0.538523402	9.92658274	0.557962066	1	none	none
OTU1542	-0.539176722	9.927927738	0.779861587	1	none	none
OTU170	-0.544615087	9.931334893	0.557962066	1	none	none
OTU77	-0.585320652	10.5163349	0.389921632	1	none	none
OTU44	-0.589291917	10.43056307	0.351970373	1	none	none
OTU89	-0.650650493	10.61734259	0.190642037	1	none	none
OTU138	-0.664028693	10.07381762	0.618238226	1	none	none
OTU101	-0.670550223	10.08421882	0.469193107	1	none	none
OTU42	-0.683574076	9.961546354	0.779861587	1	none	none
OTU109	-0.692517972	9.962143427	0.399462409	1	none	none
OTU216	-0.710734514	9.839624653	0.515832351	1	none	none
OTU75	-0.716180733	9.851284992	0.7588884	1	none	none
OTU274	-0.716619071	9.841801226	0.515832351	1	none	none
OTU161	-0.724165211	9.850145931	0.353794986	1	none	none
OTU144	-0.800252293	10.1137225	0.349025479	1	none	none
OTU1412	-0.821751261	10.68664797	0.160668069	1	none	none
OTU442	-0.824466109	9.561653554	1	1	none	none
OTU1694	-0.827669414	9.562283697	1	1	none	none
OTU338	-0.827683558	9.562291163	1	1	none	none
OTU404	-0.828717549	9.566920997	0.628092823	1	none	none
OTU347	-0.830249758	9.563507681	1	1	none	none
OTU79	-0.831204264	10.00697598	0.437254867	1	none	none
OTU72	-0.831447293	10.52355407	0.209702674	1	none	none
OTU267	-0.831520687	9.564930653	0.628092823	1	none	none
OTU551	-0.833329731	9.566140502	0.628092823	1	none	none
OTU149	-0.833633989	10.00549604	0.279644216	1	none	none
OTU362	-0.834579602	9.569850349	0.628092823	1	none	none
OTU380	-0.837692456	9.568008601	0.628092823	1	none	none
OTU263	-0.846466607	10.01232024	0.316599294	1	none	none
OTU61	-0.849798581	10.69808269	0.160668069	1	none	none
OTU141	-0.853581217	10.24025836	0.282512091	1	none	none
OTU359	-0.888641122	9.886900875	0.353794986	1	none	none
OTU481	-0.92692402	10.46704327	0.191050856	1	none	none
OTU209	-0.977493613	9.759297603	0.731017973	1	none	none
OTU222	-0.986679496	9.759082093	0.4598491	1	none	none
OTU65	-1.072777839	10.07911544	0.316599294	1	none	none
OTU207	-1.116736952	9.400513125	1	1	none	none
OTU316	-1.116736952	9.400513125	1	1	none	none
OTU420	-1.116736952	9.400513125	1	1	none	none
OTU432	-1.116736952	9.400513125	1	1	none	none
OTU440	-1.116736952	9.400513125	1	1	none	none
OTU472	-1.116736952	9.400513125	1	1	none	none
OTU477	-1.116736952	9.400513125	1	1	none	none
OTU482	-1.116736952	9.400513125	1	1	none	none
OTU486	-1.116736952	9.400513125	1	1	none	none
OTU520	-1.116736952	9.400513125	1	1	none	none
OTU537	-1.116736952	9.400513125	1	1	none	none
OTU545	-1.116736952	9.400513125	1	1	none	none
OTU576	-1.116736952	9.400513125	1	1	none	none
OTU603	-1.116736952	9.400513125	1	1	none	none
OTU716	-1.116736952	9.400513125	1	1	none	none
OTU754	-1.116736952	9.400513125	1	1	none	none
OTU766	-1.116736952	9.400513125	1	1	none	none
OTU869	-1.116736952	9.400513125	1	1	none	none
OTU876	-1.116736952	9.400513125	1	1	none	none
OTU1003	-1.116736952	9.400513125	1	1	none	none
OTU1056	-1.116736952	9.400513125	1	1	none	none
OTU1091	-1.116736952	9.400513125	1	1	none	none
OTU1155	-1.116736952	9.400513125	1	1	none	none
OTU1234	-1.116736952	9.400513125	1	1	none	none
OTU1443	-1.116736952	9.400513125	1	1	none	none
OTU1656	-1.116736952	9.400513125	1	1	none	none
OTU2051	-1.116736952	9.400513125	1	1	none	none
OTU2083	-1.116736952	9.400513125	1	1	none	none
OTU2163	-1.116736952	9.400513125	1	1	none	none
OTU2282	-1.116736952	9.400513125	1	1	none	none
OTU301	-1.121230758	9.402719538	1	1	none	none
OTU353	-1.121230758	9.402719538	1	1	none	none
OTU355	-1.121230758	9.402719538	1	1	none	none
OTU390	-1.121230758	9.402719538	1	1	none	none
OTU395	-1.121230758	9.402719538	1	1	none	none
OTU438	-1.121230758	9.402719538	1	1	none	none
OTU547	-1.121230758	9.402719538	1	1	none	none
OTU581	-1.121230758	9.402719538	1	1	none	none
OTU670	-1.121230758	9.402719538	1	1	none	none
OTU683	-1.121230758	9.402719538	1	1	none	none
OTU720	-1.121230758	9.402719538	1	1	none	none
OTU740	-1.121230758	9.402719538	1	1	none	none
OTU852	-1.121230758	9.402719538	1	1	none	none
OTU856	-1.121230758	9.402719538	1	1	none	none
OTU859	-1.121230758	9.402719538	1	1	none	none
OTU877	-1.121230758	9.402719538	1	1	none	none
OTU987	-1.121230758	9.402719538	1	1	none	none
OTU1085	-1.121230758	9.402719538	1	1	none	none
OTU1100	-1.121230758	9.402719538	1	1	none	none
OTU1160	-1.121230758	9.402719538	1	1	none	none
OTU1188	-1.121230758	9.402719538	1	1	none	none
OTU1201	-1.121230758	9.402719538	1	1	none	none
OTU1214	-1.121230758	9.402719538	1	1	none	none
OTU1223	-1.121230758	9.402719538	1	1	none	none
OTU1278	-1.121230758	9.402719538	1	1	none	none
OTU1393	-1.121230758	9.402719538	1	1	none	none
OTU1413	-1.121230758	9.402719538	1	1	none	none
OTU1421	-1.121230758	9.402719538	1	1	none	none
OTU1437	-1.121230758	9.402719538	1	1	none	none
OTU1512	-1.121230758	9.402719538	1	1	none	none
OTU1829	-1.121230758	9.402719538	1	1	none	none
OTU1903	-1.121230758	9.402719538	1	1	none	none
OTU308	-1.121514198	9.402863636	1	1	none	none
OTU328	-1.121514198	9.402863636	1	1	none	none
OTU352	-1.121514198	9.402863636	1	1	none	none
OTU421	-1.121514198	9.402863636	1	1	none	none
OTU427	-1.121514198	9.402863636	1	1	none	none
OTU493	-1.121514198	9.402863636	1	1	none	none
OTU510	-1.121514198	9.402863636	1	1	none	none
OTU531	-1.121514198	9.402863636	1	1	none	none
OTU614	-1.121514198	9.402863636	1	1	none	none
OTU646	-1.121514198	9.402863636	1	1	none	none
OTU647	-1.121514198	9.402863636	1	1	none	none
OTU688	-1.121514198	9.402863636	1	1	none	none
OTU721	-1.121514198	9.402863636	1	1	none	none
OTU724	-1.121514198	9.402863636	1	1	none	none
OTU791	-1.121514198	9.402863636	1	1	none	none
OTU840	-1.121514198	9.402863636	1	1	none	none
OTU853	-1.121514198	9.402863636	1	1	none	none
OTU1040	-1.121514198	9.402863636	1	1	none	none
OTU1088	-1.121514198	9.402863636	1	1	none	none
OTU1157	-1.121514198	9.402863636	1	1	none	none
OTU1252	-1.121514198	9.402863636	1	1	none	none
OTU1390	-1.121514198	9.402863636	1	1	none	none
OTU1519	-1.121514198	9.402863636	1	1	none	none
OTU333	-1.123038272	9.403648985	1	1	none	none
OTU375	-1.123038272	9.403648985	1	1	none	none
OTU407	-1.123038272	9.403648985	1	1	none	none
OTU417	-1.123038272	9.403648985	1	1	none	none
OTU423	-1.123038272	9.403648985	1	1	none	none
OTU495	-1.123038272	9.403648985	1	1	none	none
OTU616	-1.123038272	9.403648985	1	1	none	none
OTU632	-1.123038272	9.403648985	1	1	none	none
OTU666	-1.123038272	9.403648985	1	1	none	none
OTU831	-1.123038272	9.403648985	1	1	none	none
OTU878	-1.123038272	9.403648985	1	1	none	none
OTU1037	-1.123038272	9.403648985	1	1	none	none
OTU1130	-1.123038272	9.403648985	1	1	none	none
OTU1634	-1.123038272	9.403648985	1	1	none	none
OTU455	-1.123633413	9.403960567	1	1	none	none
OTU631	-1.123633413	9.403960567	1	1	none	none
OTU743	-1.123633413	9.403960567	1	1	none	none
OTU778	-1.123633413	9.403960567	1	1	none	none
OTU801	-1.123633413	9.403960567	1	1	none	none
OTU913	-1.123633413	9.403960567	1	1	none	none
OTU1015	-1.123633413	9.403960567	1	1	none	none
OTU2299	-1.123633413	9.403960567	1	1	none	none
OTU2308	-1.123633413	9.403960567	1	1	none	none
OTU360	-1.123647785	9.403968126	1	1	none	none
OTU374	-1.123647785	9.403968126	1	1	none	none
OTU403	-1.123647785	9.403968126	1	1	none	none
OTU434	-1.123647785	9.403968126	1	1	none	none
OTU474	-1.123647785	9.403968126	1	1	none	none
OTU533	-1.123647785	9.403968126	1	1	none	none
OTU674	-1.123647785	9.403968126	1	1	none	none
OTU805	-1.123647785	9.403968126	1	1	none	none
OTU896	-1.123647785	9.403968126	1	1	none	none
OTU1039	-1.123647785	9.403968126	1	1	none	none
OTU1258	-1.123647785	9.403968126	1	1	none	none
OTU1388	-1.123647785	9.403968126	1	1	none	none
OTU1392	-1.123647785	9.403968126	1	1	none	none
OTU373	-1.149885072	9.606756944	0.628092823	1	none	none
OTU541	-1.155701094	9.610449802	0.628092823	1	none	none
OTU137	-1.159748999	9.612724733	0.628092823	1	none	none
OTU771	-1.163401582	9.613481524	0.628092823	1	none	none
OTU271	-1.164986028	9.618407365	0.380154705	1	none	none
OTU270	-1.165104844	9.792597135	0.297147777	1	none	none
OTU382	-1.168755414	9.796234298	0.297147777	1	none	none
OTU246	-1.169611803	9.617628708	0.380154705	1	none	none
OTU991	-1.171046724	9.618100273	0.380154705	1	none	none
OTU146	-1.175454039	9.618822271	0.380154705	1	none	none
OTU282	-1.178702455	9.961015923	0.155960919	1	none	none
OTU117	-1.198954656	9.970471328	0.155960919	1	none	none
OTU119	-1.29780093	9.995674651	0.155960919	1	none	none
OTU160	-1.356346683	9.850270514	0.353794986	1	none	none
OTU363	-1.42711922	9.658410451	0.380154705	1	none	none
OTU544	-1.429049474	9.660076907	0.380154705	1	none	none
OTU172	-1.431080636	9.660373368	0.380154705	1	none	none
OTU121	-1.437488167	9.664376487	0.380154705	1	none	none
OTU371	-1.441882688	9.666660353	0.224560886	1	none	none
OTU1407	-1.442894956	9.665518495	0.224560886	1	none	none
OTU215	-1.517117746	9.894662275	0.155960919	1	none	none
OTU1277	-1.639337756	9.924826186	0.155960919	1	none	none
OTU197	-1.735614564	9.454249925	0.502074689	1	none	none
OTU540	-1.735614564	9.454249925	0.502074689	1	none	none
OTU546	-1.735614564	9.454249925	0.502074689	1	none	none
OTU826	-1.735614564	9.454249925	0.502074689	1	none	none
OTU973	-1.735614564	9.454249925	0.502074689	1	none	none
OTU2056	-1.735614564	9.454249925	0.502074689	1	none	none
OTU2121	-1.735614564	9.454249925	0.502074689	1	none	none
OTU484	-1.7400449	9.456439774	0.502074689	1	none	none
OTU365	-1.740325218	9.456582988	0.502074689	1	none	none
OTU384	-1.740325218	9.456582988	0.502074689	1	none	none
OTU661	-1.740325218	9.456582988	0.502074689	1	none	none
OTU939	-1.740325218	9.456582988	0.502074689	1	none	none
OTU1011	-1.740325218	9.456582988	0.502074689	1	none	none
OTU2215	-1.740325218	9.456582988	0.502074689	1	none	none
OTU485	-1.741834308	9.457363939	0.502074689	1	none	none
OTU641	-1.741834308	9.457363939	0.502074689	1	none	none
OTU744	-1.741834308	9.457363939	0.502074689	1	none	none
OTU731	-1.742438685	9.457681499	0.502074689	1	none	none
OTU796	-1.742438685	9.457681499	0.502074689	1	none	none
OTU819	-1.742438685	9.457681499	0.502074689	1	none	none
OTU938	-1.742438685	9.457681499	0.502074689	1	none	none
OTU233	-1.744488001	9.458631893	0.502074689	1	none	none
OTU449	-1.744488001	9.458631893	0.502074689	1	none	none
OTU1209	-1.744488001	9.458631893	0.502074689	1	none	none
OTU1282	-1.744488001	9.458631893	0.502074689	1	none	none
OTU185	-1.744769135	9.458775263	0.502074689	1	none	none
OTU518	-1.744769135	9.458775263	0.502074689	1	none	none
OTU769	-1.744769135	9.458775263	0.502074689	1	none	none
OTU1312	-1.744769135	9.458775263	0.502074689	1	none	none
OTU630	-1.745050321	9.458918643	0.502074689	1	none	none
OTU752	-1.745050321	9.458918643	0.502074689	1	none	none
OTU1384	-1.745050321	9.458918643	0.502074689	1	none	none
OTU297	-1.74628264	9.459557086	0.502074689	1	none	none
OTU552	-1.74628264	9.459557086	0.502074689	1	none	none
OTU749	-1.74628264	9.459557086	0.502074689	1	none	none
OTU906	-1.74628264	9.459557086	0.502074689	1	none	none
OTU1055	-1.74628264	9.459557086	0.502074689	1	none	none
OTU287	-1.746564109	9.459700526	0.502074689	1	none	none
OTU376	-1.746874494	9.459867478	0.502074689	1	none	none
OTU629	-1.746874494	9.459867478	0.502074689	1	none	none
OTU2252	-1.746888793	9.45987501	0.502074689	1	none	none
OTU412	-1.747156074	9.460010943	0.502074689	1	none	none
OTU463	-1.747156074	9.460010943	0.502074689	1	none	none
OTU492	-1.747156074	9.460010943	0.502074689	1	none	none
OTU708	-1.747156074	9.460010943	0.502074689	1	none	none
