	logFC	logCPM	PValue	FDR	sig	color
OTU823	-1.747156074	9.460010943	0.502074689	1	none	none
OTU330	-1.747170375	9.460018475	0.502074689	1	none	none
OTU1370	-1.748079423	9.460482743	0.502074689	1	none	none
OTU679	-1.748686304	9.46080083	0.502074689	1	none	none
OTU466	-1.749264788	9.461103901	0.502074689	1	none	none
OTU667	-1.749264788	9.461103901	0.502074689	1	none	none
OTU391	-1.74927911	9.461111438	0.502074689	1	none	none
OTU584	-1.74927911	9.461111438	0.502074689	1	none	none
OTU759	-1.74927911	9.461111438	0.502074689	1	none	none
OTU976	-1.749293432	9.461118975	0.502074689	1	none	none
OTU396	-2.165181781	9.505885008	0.502074689	1	none	none
OTU575	-2.17192215	9.509293585	0.502074689	1	none	none
OTU1062	-2.17192215	9.509293585	0.502074689	1	none	none
OTU331	-2.17448835	9.510519416	0.502074689	1	none	none
OTU439	-2.175709022	9.511154389	0.253112033	1	none	none
OTU358	-2.176310121	9.51147075	0.253112033	1	none	none
OTU1720	-2.178075569	9.512383842	0.253112033	1	none	none
OTU288	-2.178691816	9.512707919	0.253112033	1	none	none
OTU169	-2.178883361	9.512697733	0.253112033	1	none	none
OTU307	-2.178883361	9.512697733	0.253112033	1	none	none
OTU383	-2.180107503	9.513333406	0.253112033	1	none	none
OTU2306	-2.180710319	9.513650122	0.253112033	1	none	none
OTU714	-2.180989614	9.513792865	0.253112033	1	none	none
OTU955	-2.180989614	9.513792865	0.253112033	1	none	none
OTU1173	-2.180989614	9.513792865	0.253112033	1	none	none
OTU1477	-2.180989614	9.513792865	0.253112033	1	none	none
OTU234	-2.181268959	9.513935619	0.253112033	1	none	none
OTU171	-2.182760398	9.514707023	0.253112033	1	none	none
OTU1614	-2.18309879	9.514888653	0.253112033	1	none	none
OTU523	-2.18335002	9.51501647	0.253112033	1	none	none
OTU682	-2.18335002	9.51501647	0.253112033	1	none	none
OTU756	-2.18335002	9.51501647	0.253112033	1	none	none
OTU158	-2.183378521	9.51503149	0.253112033	1	none	none
OTU464	-2.183378521	9.51503149	0.253112033	1	none	none
OTU746	-2.184281815	9.515493773	0.253112033	1	none	none
OTU589	-2.185476745	9.516120505	0.253112033	1	none	none
OTU344	-2.494123663	9.555572999	0.253112033	1	none	none
OTU296	-2.49870805	9.557872144	0.253112033	1	none	none
OTU483	-2.503305518	9.56017374	0.253112033	1	none	none
OTU1514	-2.504790316	9.560947007	0.253112033	1	none	none
OTU446	-2.505386613	9.561261854	0.253112033	1	none	none
OTU262	-2.507364262	9.562194184	0.253112033	1	none	none
OTU803	-2.507640174	9.562335981	0.253112033	1	none	none
