	logFC	logCPM	PValue	FDR	sig	color
OTU302	0	9.338687302	1	1	none	none
OTU306	0	9.338687302	1	1	none	none
OTU311	0	9.338687302	1	1	none	none
OTU322	0	9.338687302	1	1	none	none
OTU329	0	9.338687302	1	1	none	none
OTU335	0	9.338687302	1	1	none	none
OTU337	0	9.338687302	1	1	none	none
OTU342	0	9.338687302	1	1	none	none
OTU361	0	9.338687302	1	1	none	none
OTU367	0	9.338687302	1	1	none	none
OTU368	0	9.338687302	1	1	none	none
OTU369	0	9.338687302	1	1	none	none
OTU377	0	9.338687302	1	1	none	none
OTU386	0	9.338687302	1	1	none	none
OTU399	0	9.338687302	1	1	none	none
OTU400	0	9.338687302	1	1	none	none
OTU401	0	9.338687302	1	1	none	none
OTU402	0	9.338687302	1	1	none	none
OTU409	0	9.338687302	1	1	none	none
OTU413	0	9.338687302	1	1	none	none
OTU419	0	9.338687302	1	1	none	none
OTU425	0	9.338687302	1	1	none	none
OTU428	0	9.338687302	1	1	none	none
OTU429	0	9.338687302	1	1	none	none
OTU435	0	9.338687302	1	1	none	none
OTU436	0	9.338687302	1	1	none	none
OTU447	0	9.338687302	1	1	none	none
OTU450	0	9.338687302	1	1	none	none
OTU453	0	9.338687302	1	1	none	none
OTU454	0	9.338687302	1	1	none	none
OTU456	0	9.338687302	1	1	none	none
OTU457	0	9.338687302	1	1	none	none
OTU462	0	9.338687302	1	1	none	none
OTU467	0	9.338687302	1	1	none	none
OTU468	0	9.338687302	1	1	none	none
OTU470	0	9.338687302	1	1	none	none
OTU471	0	9.338687302	1	1	none	none
OTU473	0	9.338687302	1	1	none	none
OTU479	0	9.338687302	1	1	none	none
OTU487	0	9.338687302	1	1	none	none
OTU488	0	9.338687302	1	1	none	none
OTU489	0	9.338687302	1	1	none	none
OTU490	0	9.338687302	1	1	none	none
OTU491	0	9.338687302	1	1	none	none
OTU494	0	9.338687302	1	1	none	none
OTU496	0	9.338687302	1	1	none	none
OTU497	0	9.338687302	1	1	none	none
OTU499	0	9.338687302	1	1	none	none
OTU500	0	9.338687302	1	1	none	none
OTU505	0	9.338687302	1	1	none	none
OTU506	0	9.338687302	1	1	none	none
OTU507	0	9.338687302	1	1	none	none
OTU511	0	9.338687302	1	1	none	none
OTU521	0	9.338687302	1	1	none	none
OTU526	0	9.338687302	1	1	none	none
OTU528	0	9.338687302	1	1	none	none
OTU529	0	9.338687302	1	1	none	none
OTU536	0	9.338687302	1	1	none	none
OTU538	0	9.338687302	1	1	none	none
OTU542	0	9.338687302	1	1	none	none
OTU549	0	9.338687302	1	1	none	none
OTU550	0	9.338687302	1	1	none	none
OTU555	0	9.338687302	1	1	none	none
OTU558	0	9.338687302	1	1	none	none
OTU560	0	9.338687302	1	1	none	none
OTU571	0	9.338687302	1	1	none	none
OTU572	0	9.338687302	1	1	none	none
OTU574	0	9.338687302	1	1	none	none
OTU579	0	9.338687302	1	1	none	none
OTU580	0	9.338687302	1	1	none	none
OTU583	0	9.338687302	1	1	none	none
OTU587	0	9.338687302	1	1	none	none
OTU590	0	9.338687302	1	1	none	none
OTU594	0	9.338687302	1	1	none	none
OTU601	0	9.338687302	1	1	none	none
OTU605	0	9.338687302	1	1	none	none
OTU606	0	9.338687302	1	1	none	none
OTU607	0	9.338687302	1	1	none	none
OTU609	0	9.338687302	1	1	none	none
OTU610	0	9.338687302	1	1	none	none
OTU612	0	9.338687302	1	1	none	none
OTU615	0	9.338687302	1	1	none	none
OTU619	0	9.338687302	1	1	none	none
OTU625	0	9.338687302	1	1	none	none
OTU627	0	9.338687302	1	1	none	none
OTU636	0	9.338687302	1	1	none	none
OTU640	0	9.338687302	1	1	none	none
OTU651	0	9.338687302	1	1	none	none
OTU657	0	9.338687302	1	1	none	none
OTU663	0	9.338687302	1	1	none	none
OTU668	0	9.338687302	1	1	none	none
OTU672	0	9.338687302	1	1	none	none
OTU676	0	9.338687302	1	1	none	none
OTU680	0	9.338687302	1	1	none	none
OTU684	0	9.338687302	1	1	none	none
OTU689	0	9.338687302	1	1	none	none
OTU695	0	9.338687302	1	1	none	none
OTU696	0	9.338687302	1	1	none	none
OTU703	0	9.338687302	1	1	none	none
OTU712	0	9.338687302	1	1	none	none
OTU719	0	9.338687302	1	1	none	none
OTU728	0	9.338687302	1	1	none	none
OTU732	0	9.338687302	1	1	none	none
OTU733	0	9.338687302	1	1	none	none
OTU737	0	9.338687302	1	1	none	none
OTU738	0	9.338687302	1	1	none	none
OTU739	0	9.338687302	1	1	none	none
OTU741	0	9.338687302	1	1	none	none
OTU747	0	9.338687302	1	1	none	none
OTU748	0	9.338687302	1	1	none	none
OTU750	0	9.338687302	1	1	none	none
OTU753	0	9.338687302	1	1	none	none
OTU757	0	9.338687302	1	1	none	none
OTU758	0	9.338687302	1	1	none	none
OTU763	0	9.338687302	1	1	none	none
OTU765	0	9.338687302	1	1	none	none
OTU768	0	9.338687302	1	1	none	none
OTU775	0	9.338687302	1	1	none	none
OTU776	0	9.338687302	1	1	none	none
OTU781	0	9.338687302	1	1	none	none
OTU783	0	9.338687302	1	1	none	none
OTU789	0	9.338687302	1	1	none	none
OTU792	0	9.338687302	1	1	none	none
OTU793	0	9.338687302	1	1	none	none
OTU794	0	9.338687302	1	1	none	none
OTU795	0	9.338687302	1	1	none	none
OTU798	0	9.338687302	1	1	none	none
OTU802	0	9.338687302	1	1	none	none
OTU807	0	9.338687302	1	1	none	none
OTU808	0	9.338687302	1	1	none	none
OTU809	0	9.338687302	1	1	none	none
OTU810	0	9.338687302	1	1	none	none
OTU814	0	9.338687302	1	1	none	none
OTU818	0	9.338687302	1	1	none	none
OTU821	0	9.338687302	1	1	none	none
OTU822	0	9.338687302	1	1	none	none
OTU827	0	9.338687302	1	1	none	none
OTU830	0	9.338687302	1	1	none	none
OTU842	0	9.338687302	1	1	none	none
OTU851	0	9.338687302	1	1	none	none
OTU857	0	9.338687302	1	1	none	none
OTU860	0	9.338687302	1	1	none	none
OTU861	0	9.338687302	1	1	none	none
OTU863	0	9.338687302	1	1	none	none
OTU865	0	9.338687302	1	1	none	none
OTU866	0	9.338687302	1	1	none	none
OTU867	0	9.338687302	1	1	none	none
OTU868	0	9.338687302	1	1	none	none
OTU872	0	9.338687302	1	1	none	none
OTU873	0	9.338687302	1	1	none	none
OTU874	0	9.338687302	1	1	none	none
OTU882	0	9.338687302	1	1	none	none
OTU883	0	9.338687302	1	1	none	none
OTU888	0	9.338687302	1	1	none	none
OTU890	0	9.338687302	1	1	none	none
OTU892	0	9.338687302	1	1	none	none
OTU894	0	9.338687302	1	1	none	none
OTU897	0	9.338687302	1	1	none	none
OTU899	0	9.338687302	1	1	none	none
OTU900	0	9.338687302	1	1	none	none
OTU902	0	9.338687302	1	1	none	none
OTU905	0	9.338687302	1	1	none	none
OTU912	0	9.338687302	1	1	none	none
OTU915	0	9.338687302	1	1	none	none
OTU917	0	9.338687302	1	1	none	none
OTU919	0	9.338687302	1	1	none	none
OTU920	0	9.338687302	1	1	none	none
OTU921	0	9.338687302	1	1	none	none
OTU925	0	9.338687302	1	1	none	none
OTU926	0	9.338687302	1	1	none	none
OTU928	0	9.338687302	1	1	none	none
OTU931	0	9.338687302	1	1	none	none
OTU935	0	9.338687302	1	1	none	none
OTU940	0	9.338687302	1	1	none	none
OTU946	0	9.338687302	1	1	none	none
OTU947	0	9.338687302	1	1	none	none
OTU950	0	9.338687302	1	1	none	none
OTU951	0	9.338687302	1	1	none	none
OTU952	0	9.338687302	1	1	none	none
OTU953	0	9.338687302	1	1	none	none
OTU956	0	9.338687302	1	1	none	none
OTU959	0	9.338687302	1	1	none	none
OTU962	0	9.338687302	1	1	none	none
OTU964	0	9.338687302	1	1	none	none
OTU968	0	9.338687302	1	1	none	none
OTU981	0	9.338687302	1	1	none	none
OTU992	0	9.338687302	1	1	none	none
OTU996	0	9.338687302	1	1	none	none
OTU1000	0	9.338687302	1	1	none	none
OTU1002	0	9.338687302	1	1	none	none
OTU1004	0	9.338687302	1	1	none	none
OTU1006	0	9.338687302	1	1	none	none
OTU1010	0	9.338687302	1	1	none	none
OTU1017	0	9.338687302	1	1	none	none
OTU1023	0	9.338687302	1	1	none	none
OTU1024	0	9.338687302	1	1	none	none
OTU1025	0	9.338687302	1	1	none	none
OTU1027	0	9.338687302	1	1	none	none
OTU1029	0	9.338687302	1	1	none	none
OTU1033	0	9.338687302	1	1	none	none
OTU1034	0	9.338687302	1	1	none	none
OTU1050	0	9.338687302	1	1	none	none
OTU1054	0	9.338687302	1	1	none	none
OTU1060	0	9.338687302	1	1	none	none
OTU1065	0	9.338687302	1	1	none	none
OTU1066	0	9.338687302	1	1	none	none
OTU1071	0	9.338687302	1	1	none	none
OTU1081	0	9.338687302	1	1	none	none
OTU1083	0	9.338687302	1	1	none	none
OTU1089	0	9.338687302	1	1	none	none
OTU1090	0	9.338687302	1	1	none	none
OTU1097	0	9.338687302	1	1	none	none
OTU1102	0	9.338687302	1	1	none	none
OTU1103	0	9.338687302	1	1	none	none
OTU1107	0	9.338687302	1	1	none	none
OTU1112	0	9.338687302	1	1	none	none
OTU1114	0	9.338687302	1	1	none	none
OTU1115	0	9.338687302	1	1	none	none
OTU1116	0	9.338687302	1	1	none	none
OTU1119	0	9.338687302	1	1	none	none
OTU1127	0	9.338687302	1	1	none	none
OTU1131	0	9.338687302	1	1	none	none
OTU1132	0	9.338687302	1	1	none	none
OTU1133	0	9.338687302	1	1	none	none
OTU1144	0	9.338687302	1	1	none	none
OTU1145	0	9.338687302	1	1	none	none
OTU1150	0	9.338687302	1	1	none	none
OTU1151	0	9.338687302	1	1	none	none
OTU1162	0	9.338687302	1	1	none	none
OTU1168	0	9.338687302	1	1	none	none
OTU1174	0	9.338687302	1	1	none	none
OTU1184	0	9.338687302	1	1	none	none
OTU1187	0	9.338687302	1	1	none	none
OTU1197	0	9.338687302	1	1	none	none
OTU1198	0	9.338687302	1	1	none	none
OTU1199	0	9.338687302	1	1	none	none
OTU1205	0	9.338687302	1	1	none	none
OTU1210	0	9.338687302	1	1	none	none
OTU1212	0	9.338687302	1	1	none	none
OTU1216	0	9.338687302	1	1	none	none
OTU1218	0	9.338687302	1	1	none	none
OTU1221	0	9.338687302	1	1	none	none
OTU1227	0	9.338687302	1	1	none	none
OTU1229	0	9.338687302	1	1	none	none
OTU1231	0	9.338687302	1	1	none	none
OTU1232	0	9.338687302	1	1	none	none
OTU1235	0	9.338687302	1	1	none	none
OTU1237	0	9.338687302	1	1	none	none
OTU1240	0	9.338687302	1	1	none	none
OTU1244	0	9.338687302	1	1	none	none
OTU1245	0	9.338687302	1	1	none	none
OTU1247	0	9.338687302	1	1	none	none
OTU1248	0	9.338687302	1	1	none	none
OTU1264	0	9.338687302	1	1	none	none
OTU1267	0	9.338687302	1	1	none	none
OTU1268	0	9.338687302	1	1	none	none
OTU1273	0	9.338687302	1	1	none	none
OTU1274	0	9.338687302	1	1	none	none
OTU1275	0	9.338687302	1	1	none	none
OTU1291	0	9.338687302	1	1	none	none
OTU1292	0	9.338687302	1	1	none	none
OTU1293	0	9.338687302	1	1	none	none
OTU1294	0	9.338687302	1	1	none	none
OTU1299	0	9.338687302	1	1	none	none
OTU1311	0	9.338687302	1	1	none	none
OTU1314	0	9.338687302	1	1	none	none
OTU1322	0	9.338687302	1	1	none	none
OTU1327	0	9.338687302	1	1	none	none
OTU1333	0	9.338687302	1	1	none	none
OTU1334	0	9.338687302	1	1	none	none
OTU1344	0	9.338687302	1	1	none	none
OTU1345	0	9.338687302	1	1	none	none
OTU1358	0	9.338687302	1	1	none	none
OTU1369	0	9.338687302	1	1	none	none
OTU1375	0	9.338687302	1	1	none	none
OTU1383	0	9.338687302	1	1	none	none
OTU1396	0	9.338687302	1	1	none	none
OTU1405	0	9.338687302	1	1	none	none
OTU1408	0	9.338687302	1	1	none	none
OTU1409	0	9.338687302	1	1	none	none
OTU1422	0	9.338687302	1	1	none	none
OTU1439	0	9.338687302	1	1	none	none
OTU1450	0	9.338687302	1	1	none	none
OTU1452	0	9.338687302	1	1	none	none
OTU1453	0	9.338687302	1	1	none	none
OTU1461	0	9.338687302	1	1	none	none
OTU1462	0	9.338687302	1	1	none	none
OTU1475	0	9.338687302	1	1	none	none
OTU1476	0	9.338687302	1	1	none	none
OTU1479	0	9.338687302	1	1	none	none
OTU1490	0	9.338687302	1	1	none	none
OTU1492	0	9.338687302	1	1	none	none
OTU1497	0	9.338687302	1	1	none	none
OTU1499	0	9.338687302	1	1	none	none
OTU1502	0	9.338687302	1	1	none	none
OTU1505	0	9.338687302	1	1	none	none
OTU1506	0	9.338687302	1	1	none	none
OTU1515	0	9.338687302	1	1	none	none
OTU1518	0	9.338687302	1	1	none	none
OTU1529	0	9.338687302	1	1	none	none
OTU1537	0	9.338687302	1	1	none	none
OTU1538	0	9.338687302	1	1	none	none
OTU1540	0	9.338687302	1	1	none	none
OTU1543	0	9.338687302	1	1	none	none
OTU1547	0	9.338687302	1	1	none	none
OTU1548	0	9.338687302	1	1	none	none
OTU1559	0	9.338687302	1	1	none	none
OTU1563	0	9.338687302	1	1	none	none
OTU1569	0	9.338687302	1	1	none	none
OTU1571	0	9.338687302	1	1	none	none
OTU1575	0	9.338687302	1	1	none	none
OTU1578	0	9.338687302	1	1	none	none
OTU1585	0	9.338687302	1	1	none	none
OTU1610	0	9.338687302	1	1	none	none
OTU1617	0	9.338687302	1	1	none	none
OTU1621	0	9.338687302	1	1	none	none
OTU1623	0	9.338687302	1	1	none	none
OTU1632	0	9.338687302	1	1	none	none
OTU1633	0	9.338687302	1	1	none	none
OTU1635	0	9.338687302	1	1	none	none
OTU1636	0	9.338687302	1	1	none	none
OTU1642	0	9.338687302	1	1	none	none
OTU1670	0	9.338687302	1	1	none	none
OTU1679	0	9.338687302	1	1	none	none
OTU1686	0	9.338687302	1	1	none	none
OTU1690	0	9.338687302	1	1	none	none
OTU1692	0	9.338687302	1	1	none	none
OTU1696	0	9.338687302	1	1	none	none
OTU1704	0	9.338687302	1	1	none	none
OTU1706	0	9.338687302	1	1	none	none
OTU1710	0	9.338687302	1	1	none	none
OTU1711	0	9.338687302	1	1	none	none
OTU1715	0	9.338687302	1	1	none	none
OTU1722	0	9.338687302	1	1	none	none
OTU1727	0	9.338687302	1	1	none	none
OTU1733	0	9.338687302	1	1	none	none
OTU1734	0	9.338687302	1	1	none	none
OTU1749	0	9.338687302	1	1	none	none
OTU1752	0	9.338687302	1	1	none	none
OTU1764	0	9.338687302	1	1	none	none
OTU1772	0	9.338687302	1	1	none	none
OTU1788	0	9.338687302	1	1	none	none
OTU1791	0	9.338687302	1	1	none	none
OTU1808	0	9.338687302	1	1	none	none
OTU1826	0	9.338687302	1	1	none	none
OTU1833	0	9.338687302	1	1	none	none
OTU1841	0	9.338687302	1	1	none	none
OTU1847	0	9.338687302	1	1	none	none
OTU1849	0	9.338687302	1	1	none	none
OTU1855	0	9.338687302	1	1	none	none
OTU1860	0	9.338687302	1	1	none	none
OTU1863	0	9.338687302	1	1	none	none
OTU1872	0	9.338687302	1	1	none	none
OTU1876	0	9.338687302	1	1	none	none
OTU1881	0	9.338687302	1	1	none	none
OTU1885	0	9.338687302	1	1	none	none
OTU1888	0	9.338687302	1	1	none	none
OTU1892	0	9.338687302	1	1	none	none
OTU1896	0	9.338687302	1	1	none	none
OTU1904	0	9.338687302	1	1	none	none
OTU1925	0	9.338687302	1	1	none	none
OTU1933	0	9.338687302	1	1	none	none
OTU1938	0	9.338687302	1	1	none	none
OTU1942	0	9.338687302	1	1	none	none
OTU1945	0	9.338687302	1	1	none	none
OTU1960	0	9.338687302	1	1	none	none
OTU1961	0	9.338687302	1	1	none	none
OTU1964	0	9.338687302	1	1	none	none
OTU1984	0	9.338687302	1	1	none	none
OTU1988	0	9.338687302	1	1	none	none
OTU1991	0	9.338687302	1	1	none	none
OTU1997	0	9.338687302	1	1	none	none
OTU1999	0	9.338687302	1	1	none	none
OTU2005	0	9.338687302	1	1	none	none
OTU2010	0	9.338687302	1	1	none	none
OTU2018	0	9.338687302	1	1	none	none
OTU2028	0	9.338687302	1	1	none	none
OTU2031	0	9.338687302	1	1	none	none
OTU2032	0	9.338687302	1	1	none	none
OTU2034	0	9.338687302	1	1	none	none
OTU2040	0	9.338687302	1	1	none	none
OTU2042	0	9.338687302	1	1	none	none
OTU2044	0	9.338687302	1	1	none	none
OTU2049	0	9.338687302	1	1	none	none
OTU2053	0	9.338687302	1	1	none	none
OTU2054	0	9.338687302	1	1	none	none
OTU2059	0	9.338687302	1	1	none	none
OTU2060	0	9.338687302	1	1	none	none
OTU2064	0	9.338687302	1	1	none	none
OTU2065	0	9.338687302	1	1	none	none
OTU2066	0	9.338687302	1	1	none	none
OTU2075	0	9.338687302	1	1	none	none
OTU2076	0	9.338687302	1	1	none	none
OTU2087	0	9.338687302	1	1	none	none
OTU2088	0	9.338687302	1	1	none	none
OTU2091	0	9.338687302	1	1	none	none
OTU2096	0	9.338687302	1	1	none	none
OTU2105	0	9.338687302	1	1	none	none
OTU2130	0	9.338687302	1	1	none	none
OTU2131	0	9.338687302	1	1	none	none
OTU2136	0	9.338687302	1	1	none	none
OTU2148	0	9.338687302	1	1	none	none
OTU2150	0	9.338687302	1	1	none	none
OTU2152	0	9.338687302	1	1	none	none
OTU2167	0	9.338687302	1	1	none	none
OTU2187	0	9.338687302	1	1	none	none
OTU2188	0	9.338687302	1	1	none	none
OTU2189	0	9.338687302	1	1	none	none
OTU2198	0	9.338687302	1	1	none	none
OTU2202	0	9.338687302	1	1	none	none
OTU2205	0	9.338687302	1	1	none	none
OTU2239	0	9.338687302	1	1	none	none
OTU2247	0	9.338687302	1	1	none	none
OTU2251	0	9.338687302	1	1	none	none
OTU2255	0	9.338687302	1	1	none	none
OTU2256	0	9.338687302	1	1	none	none
OTU2257	0	9.338687302	1	1	none	none
OTU2258	0	9.338687302	1	1	none	none
OTU2268	0	9.338687302	1	1	none	none
OTU2269	0	9.338687302	1	1	none	none
OTU2270	0	9.338687302	1	1	none	none
OTU2273	0	9.338687302	1	1	none	none
OTU2278	0	9.338687302	1	1	none	none
OTU2286	0	9.338687302	1	1	none	none
OTU2289	0	9.338687302	1	1	none	none
OTU2290	0	9.338687302	1	1	none	none
OTU2298	0	9.338687302	1	1	none	none
OTU2305	0	9.338687302	1	1	none	none
OTU2310	0	9.338687302	1	1	none	none
OTU109	-0.014340229	10.06863642	1	1	none	none
OTU76	-0.034044869	9.699214071	1	1	none	none
OTU137	-0.036824333	9.708011256	1	1	none	none
OTU3	-0.131264203	14.7617753	0.531396084	1	none	none
OTU396	-0.16106402	9.606477301	1	1	none	none
OTU288	-0.177724909	9.611869014	1	1	none	none
OTU383	-0.179140882	9.612477171	1	1	none	none
OTU362	-0.179941486	9.615155263	1	1	none	none
OTU307	-0.18029183	9.610888817	1	1	none	none
OTU169	-0.182663299	9.609927216	1	1	none	none
OTU58	-0.184198329	10.84344107	0.779357058	1	none	none
OTU139	-0.208880765	9.840125356	1	1	none	none
OTU1517	-0.21474914	10.21626617	0.830728912	1	none	none
OTU1857	-0.225554671	10.03715572	0.796393721	1	none	none
OTU16	-0.261753098	14.12658331	0.182195614	1	none	none
OTU132	-0.316590447	9.750171453	1	1	none	none
OTU37	-0.331505733	11.8254138	0.292897678	1	none	none
OTU180	-0.335881411	9.757584107	0.731017973	1	none	none
OTU81	-0.377579554	10.67894386	0.343610619	1	none	none
OTU1909	-0.381038535	10.41966994	0.704490781	1	none	none
OTU77	-0.383900848	10.5598943	0.499844458	1	none	none
OTU165	-0.393421216	9.889460701	1	1	none	none
OTU197	-0.41425626	9.503938635	1	1	none	none
OTU365	-0.418967407	9.506241317	1	1	none	none
OTU233	-0.420552375	9.509337071	1	1	none	none
OTU731	-0.421081004	9.507327168	1	1	none	none
OTU426	-0.421234661	9.509569799	1	1	none	none
OTU384	-0.421366145	9.505273587	1	1	none	none
OTU752	-0.426091748	9.507577627	1	1	none	none
OTU1282	-0.426541509	9.506894189	1	1	none	none
OTU244	-0.427314909	9.510399396	1	1	none	none
OTU323	-0.428942455	9.508121952	1	1	none	none
OTU303	-0.430320801	9.509743924	1	1	none	none
OTU391	-0.430320801	9.509743924	1	1	none	none
OTU790	-0.435767514	9.999818106	0.796393721	1	none	none
OTU38	-0.483007208	10.45286697	0.466362921	1	none	none
OTU446	-0.509898986	9.655100241	1	1	none	none
OTU168	-0.510431598	9.65879958	1	1	none	none
OTU309	-0.514206599	9.659378266	0.691342343	1	none	none
OTU298	-0.521354861	9.66202015	0.691342343	1	none	none
OTU62	-0.545158234	10.31367249	0.307625298	1	none	none
OTU211	-0.54729223	9.801903684	1	1	none	none
OTU135	-0.554518792	9.799780278	0.515832351	1	none	none
OTU56	-0.658590902	10.75145643	0.291259604	1	none	none
OTU145	-0.699199362	10.17834423	0.496646634	1	none	none
OTU1407	-0.781616178	9.710918642	0.4598491	1	none	none
OTU172	-0.782310055	9.700772836	0.691342343	1	none	none
OTU260	-0.787006055	9.713903465	0.4598491	1	none	none
OTU121	-0.788549846	9.704790245	0.691342343	1	none	none
OTU532	-0.791199373	9.711296597	0.4598491	1	none	none
OTU40	-0.848345347	9.984584228	0.399462409	1	none	none
OTU300	-0.854209759	9.561151327	0.628092823	1	none	none
OTU149	-0.856452519	10.00416	0.437254867	1	none	none
OTU201	-0.857966443	9.560135535	0.628092823	1	none	none
OTU358	-0.858599614	9.558268447	0.628092823	1	none	none
OTU714	-0.863279598	9.56055956	0.628092823	1	none	none
OTU1614	-0.86640103	9.561243342	0.628092823	1	none	none
OTU266	-0.917632894	9.875842476	0.353794986	1	none	none
OTU85	-0.942880956	10.37386782	0.17157163	1	none	none
OTU222	-1.017018229	9.753344319	0.4598491	1	none	none
OTU163	-1.113628116	10.08133999	0.225043006	1	none	none
OTU316	-1.125484511	9.394818901	1	1	none	none
OTU420	-1.125484511	9.394818901	1	1	none	none
OTU432	-1.125484511	9.394818901	1	1	none	none
OTU440	-1.125484511	9.394818901	1	1	none	none
OTU477	-1.125484511	9.394818901	1	1	none	none
OTU482	-1.125484511	9.394818901	1	1	none	none
OTU501	-1.125484511	9.394818901	1	1	none	none
OTU537	-1.125484511	9.394818901	1	1	none	none
OTU545	-1.125484511	9.394818901	1	1	none	none
OTU576	-1.125484511	9.394818901	1	1	none	none
OTU603	-1.125484511	9.394818901	1	1	none	none
OTU644	-1.125484511	9.394818901	1	1	none	none
OTU697	-1.125484511	9.394818901	1	1	none	none
OTU716	-1.125484511	9.394818901	1	1	none	none
OTU754	-1.125484511	9.394818901	1	1	none	none
OTU766	-1.125484511	9.394818901	1	1	none	none
OTU869	-1.125484511	9.394818901	1	1	none	none
OTU876	-1.125484511	9.394818901	1	1	none	none
OTU903	-1.125484511	9.394818901	1	1	none	none
OTU1003	-1.125484511	9.394818901	1	1	none	none
OTU1056	-1.125484511	9.394818901	1	1	none	none
OTU1091	-1.125484511	9.394818901	1	1	none	none
OTU1155	-1.125484511	9.394818901	1	1	none	none
OTU1234	-1.125484511	9.394818901	1	1	none	none
OTU1443	-1.125484511	9.394818901	1	1	none	none
OTU1656	-1.125484511	9.394818901	1	1	none	none
OTU2051	-1.125484511	9.394818901	1	1	none	none
OTU2083	-1.125484511	9.394818901	1	1	none	none
OTU2163	-1.125484511	9.394818901	1	1	none	none
OTU2282	-1.125484511	9.394818901	1	1	none	none
OTU23	-1.129978804	9.397008272	1	1	none	none
OTU240	-1.129978804	9.397008272	1	1	none	none
OTU301	-1.129978804	9.397008272	1	1	none	none
OTU320	-1.129978804	9.397008272	1	1	none	none
OTU355	-1.129978804	9.397008272	1	1	none	none
OTU390	-1.129978804	9.397008272	1	1	none	none
OTU395	-1.129978804	9.397008272	1	1	none	none
OTU438	-1.129978804	9.397008272	1	1	none	none
OTU444	-1.129978804	9.397008272	1	1	none	none
OTU547	-1.129978804	9.397008272	1	1	none	none
OTU581	-1.129978804	9.397008272	1	1	none	none
OTU670	-1.129978804	9.397008272	1	1	none	none
OTU683	-1.129978804	9.397008272	1	1	none	none
OTU740	-1.129978804	9.397008272	1	1	none	none
OTU852	-1.129978804	9.397008272	1	1	none	none
OTU856	-1.129978804	9.397008272	1	1	none	none
OTU859	-1.129978804	9.397008272	1	1	none	none
OTU877	-1.129978804	9.397008272	1	1	none	none
OTU895	-1.129978804	9.397008272	1	1	none	none
OTU971	-1.129978804	9.397008272	1	1	none	none
OTU987	-1.129978804	9.397008272	1	1	none	none
OTU1085	-1.129978804	9.397008272	1	1	none	none
OTU1160	-1.129978804	9.397008272	1	1	none	none
OTU1188	-1.129978804	9.397008272	1	1	none	none
OTU1201	-1.129978804	9.397008272	1	1	none	none
OTU1214	-1.129978804	9.397008272	1	1	none	none
OTU1223	-1.129978804	9.397008272	1	1	none	none
OTU1278	-1.129978804	9.397008272	1	1	none	none
OTU1393	-1.129978804	9.397008272	1	1	none	none
OTU1413	-1.129978804	9.397008272	1	1	none	none
OTU1421	-1.129978804	9.397008272	1	1	none	none
OTU1512	-1.129978804	9.397008272	1	1	none	none
OTU1708	-1.129978804	9.397008272	1	1	none	none
OTU1903	-1.129978804	9.397008272	1	1	none	none
OTU2015	-1.129978804	9.397008272	1	1	none	none
OTU308	-1.130262266	9.397151199	1	1	none	none
OTU328	-1.130262266	9.397151199	1	1	none	none
OTU352	-1.130262266	9.397151199	1	1	none	none
OTU427	-1.130262266	9.397151199	1	1	none	none
OTU451	-1.130262266	9.397151199	1	1	none	none
OTU480	-1.130262266	9.397151199	1	1	none	none
OTU493	-1.130262266	9.397151199	1	1	none	none
OTU510	-1.130262266	9.397151199	1	1	none	none
OTU531	-1.130262266	9.397151199	1	1	none	none
OTU556	-1.130262266	9.397151199	1	1	none	none
OTU577	-1.130262266	9.397151199	1	1	none	none
OTU614	-1.130262266	9.397151199	1	1	none	none
OTU646	-1.130262266	9.397151199	1	1	none	none
OTU647	-1.130262266	9.397151199	1	1	none	none
OTU688	-1.130262266	9.397151199	1	1	none	none
OTU721	-1.130262266	9.397151199	1	1	none	none
OTU724	-1.130262266	9.397151199	1	1	none	none
OTU791	-1.130262266	9.397151199	1	1	none	none
OTU840	-1.130262266	9.397151199	1	1	none	none
OTU853	-1.130262266	9.397151199	1	1	none	none
OTU1040	-1.130262266	9.397151199	1	1	none	none
OTU1088	-1.130262266	9.397151199	1	1	none	none
OTU1157	-1.130262266	9.397151199	1	1	none	none
OTU1252	-1.130262266	9.397151199	1	1	none	none
OTU1390	-1.130262266	9.397151199	1	1	none	none
OTU1519	-1.130262266	9.397151199	1	1	none	none
OTU205	-1.131786441	9.397930039	1	1	none	none
OTU333	-1.131786441	9.397930039	1	1	none	none
OTU354	-1.131786441	9.397930039	1	1	none	none
OTU375	-1.131786441	9.397930039	1	1	none	none
OTU407	-1.131786441	9.397930039	1	1	none	none
OTU417	-1.131786441	9.397930039	1	1	none	none
OTU433	-1.131786441	9.397930039	1	1	none	none
OTU495	-1.131786441	9.397930039	1	1	none	none
OTU616	-1.131786441	9.397930039	1	1	none	none
OTU632	-1.131786441	9.397930039	1	1	none	none
OTU666	-1.131786441	9.397930039	1	1	none	none
OTU831	-1.131786441	9.397930039	1	1	none	none
OTU841	-1.131786441	9.397930039	1	1	none	none
OTU878	-1.131786441	9.397930039	1	1	none	none
OTU1037	-1.131786441	9.397930039	1	1	none	none
OTU1130	-1.131786441	9.397930039	1	1	none	none
OTU631	-1.132381613	9.39823898	1	1	none	none
OTU778	-1.132381613	9.39823898	1	1	none	none
OTU801	-1.132381613	9.39823898	1	1	none	none
OTU913	-1.132381613	9.39823898	1	1	none	none
OTU1015	-1.132381613	9.39823898	1	1	none	none
OTU2299	-1.132381613	9.39823898	1	1	none	none
OTU2308	-1.132381613	9.39823898	1	1	none	none
